"date","open","high","low","close","volume","vix_close"
"2010-12-31","54.59000015258789","54.619998931884766","54.209999084472656","54.459999084472656","38540100","17.75"
"2011-01-03","54.970001220703125","55.68999862670898","54.95000076293945","55.310001373291016","90994300","17.610000610351562"
"2011-01-04","55.5099983215332","55.54999923706055","54.91999816894531","55.27000045776367","43851500","17.3799991607666"
"2011-01-05","55.09999847412109","55.7599983215332","55.06999969482422","55.7400016784668","43787400","17.020000457763672"
"2011-01-06","55.79999923706055","55.959999084472656","55.68000030517578","55.91999816894531","46139600","17.399999618530273"
"2011-01-07","56.02000045776367","56.04999923706055","55.31999969482422","55.869998931884766","72261700","17.139999389648438"
"2011-01-10","55.75","56.18000030517578","55.58000183105469","56.08000183105469","55551800","17.540000915527344"
"2011-01-11","56.310001373291016","56.36000061035156","55.95000076293945","56.15999984741211","56663800","16.889999389648438"
"2011-01-12","56.43000030517578","56.560001373291016","56.20000076293945","56.560001373291016","51979300","16.239999771118164"
"2011-01-13","56.59999847412109","56.72999954223633","56.40999984741211","56.58000183105469","47364500","16.389999389648438"
"2011-01-14","56.59999847412109","57.02000045776367","56.459999084472656","57.0","43867400","15.460000038146973"
"2011-01-18","56.56999969482422","57.22999954223633","56.4900016784668","57.15999984741211","65805600","15.869999885559082"
"2011-01-19","57.2599983215332","57.2599983215332","56.31999969482422","56.5099983215332","67767200","17.309999465942383"
"2011-01-20","56.27000045776367","56.34999847412109","55.68000030517578","56.11000061035156","92357800","17.989999771118164"
"2011-01-21","56.38999938964844","56.4900016784668","55.650001525878906","55.68000030517578","59673300","18.46999931335449"
"2011-01-24","55.790000915527344","56.459999084472656","55.68000030517578","56.45000076293945","64103300","17.649999618530273"
"2011-01-25","56.16999816894531","56.54999923706055","56.04999923706055","56.52999877929688","55305100","17.59000015258789"
"2011-01-26","56.61000061035156","56.97999954223633","56.45000076293945","56.83000183105469","60547700","16.639999389648438"
"2011-01-27","57.0099983215332","57.34999847412109","56.91999816894531","57.18000030517578","53656100","16.149999618530273"
"2011-01-28","57.16999816894531","57.220001220703125","55.470001220703125","55.72999954223633","123359900","20.040000915527344"
"2011-01-31","55.810001373291016","56.15999984741211","55.38999938964844","56.0","70571300","19.530000686645508"
"2011-02-01","56.41999816894531","57.18000030517578","56.36000061035156","57.04999923706055","76952900","17.6299991607666"
"2011-02-02","56.93000030517578","57.16999816894531","56.84000015258789","56.959999084472656","48661000","17.299999237060547"
"2011-02-03","56.84999847412109","57.13999938964844","56.400001525878906","57.060001373291016","45341900","16.690000534057617"
"2011-02-04","57.04999923706055","57.41999816894531","56.900001525878906","57.380001068115234","47647800","15.93000030517578"
"2011-02-07","57.4900016784668","57.970001220703125","57.400001525878906","57.650001525878906","45627100","16.280000686645508"
"2011-02-08","57.66999816894531","58.06999969482422","57.560001373291016","58.02999877929688","38099900","15.8100004196167"
"2011-02-09","57.93999862670898","58.119998931884766","57.75","57.93000030517578","62540800","15.869999885559082"
"2011-02-10","57.54999923706055","58.09999847412109","57.4900016784668","58.02000045776367","70194700","16.09000015258789"
"2011-02-11","57.84999847412109","58.47999954223633","57.77000045776367","58.43999862670898","47853500","15.6899995803833"
"2011-02-14","58.43999862670898","58.65999984741211","58.380001068115234","58.58000183105469","48506100","15.949999809265137"
"2011-02-15","58.43999862670898","58.56999969482422","58.22999954223633","58.5","39723800","16.3700008392334"
"2011-02-16","58.650001525878906","59.040000915527344","58.630001068115234","58.880001068115234","53061700","16.719999313354492"
"2011-02-17","58.59000015258789","58.970001220703125","58.54999923706055","58.86000061035156","38361900","16.59000015258789"
"2011-02-18","58.86000061035156","58.970001220703125","58.5099983215332","58.72999954223633","44334300","16.43000030517578"
"2011-02-22","57.93000030517578","58.130001068115234","56.93999862670898","57.02999877929688","92598100","20.799999237060547"
"2011-02-23","57.02999877929688","57.22999954223633","56.130001068115234","56.560001373291016","97842900","22.1299991607666"
"2011-02-24","56.68000030517578","57.02999877929688","56.13999938964844","56.86000061035156","98716100","21.31999969482422"
"2011-02-25","57.18000030517578","57.720001220703125","57.119998931884766","57.650001525878906","54094600","19.21999931335449"
"2011-02-28","57.880001068115234","58.04999923706055","57.43000030517578","57.77000045776367","51402800","18.350000381469727"
"2011-03-01","58.02000045776367","58.02000045776367","56.70000076293945","56.84000015258789","91993900","21.01000022888184"
"2011-03-02","56.810001373291016","57.5099983215332","56.790000915527344","57.13999938964844","61552900","20.700000762939453"
"2011-03-03","57.66999816894531","58.369998931884766","57.66999816894531","58.27000045776367","64146600","18.600000381469727"
"2011-03-04","58.25","58.2599983215332","57.59000015258789","57.970001220703125","62328400","19.059999465942383"
"2011-03-07","58.209999084472656","58.2599983215332","56.66999816894531","57.18999862670898","98470000","20.65999984741211"
"2011-03-08","57.119998931884766","57.68000030517578","56.77000045776367","57.41999816894531","62399100","19.81999969482422"
"2011-03-09","57.209999084472656","57.27000045776367","56.720001220703125","57.02999877929688","84764200","20.21999931335449"
"2011-03-10","56.38999938964844","56.52000045776367","55.90999984741211","56.13999938964844","102894400","21.8799991607666"
"2011-03-11","55.81999969482422","56.65999984741211","55.81999969482422","56.4900016784668","81679400","20.07999992370605"
"2011-03-14","56.18000030517578","56.59000015258789","55.86000061035156","56.290000915527344","73565800","21.1299991607666"
"2011-03-15","54.63999938964844","55.81999969482422","54.470001220703125","55.4900016784668","101276500","24.31999969482422"
"2011-03-16","55.02999877929688","55.34000015258789","53.77000045776367","54.150001525878906","176507700","29.399999618530277"
"2011-03-17","55.0099983215332","55.2400016784668","54.130001068115234","54.650001525878906","94434500","26.3700008392334"
"2011-03-18","55.220001220703125","55.220001220703125","54.40999984741211","54.45000076293945","94887200","24.440000534057617"
"2011-03-21","55.27999877929688","55.77999877929688","54.5","55.5","57423000","20.61000061035156"
"2011-03-22","55.58000183105469","55.61000061035156","55.27999877929688","55.400001525878906","36162100","20.209999084472656"
"2011-03-23","55.20000076293945","55.869998931884766","54.81999969482422","55.709999084472656","60365100","19.170000076293945"
"2011-03-24","56.130001068115234","56.81999969482422","55.81999969482422","56.70000076293945","69502400","18.0"
"2011-03-25","56.880001068115234","57.220001220703125","56.72999954223633","56.84000015258789","74131100","17.90999984741211"
"2011-03-28","57.09000015258789","57.09999847412109","56.5","56.52999877929688","37824000","19.440000534057617"
"2011-03-29","56.400001525878906","57.08000183105469","56.22999954223633","57.08000183105469","47994800","18.15999984741211"
"2011-03-30","57.36000061035156","57.43000030517578","57.08000183105469","57.34999847412109","44935900","17.709999084472656"
"2011-03-31","57.25","57.47999954223633","57.150001525878906","57.43000030517578","50004300","17.739999771118164"
"2011-04-01","57.720001220703125","57.900001525878906","57.290000915527344","57.459999084472656","68031800","17.399999618530273"
"2011-04-04","57.619998931884766","57.68000030517578","57.02000045776367","57.27000045776367","48659100","17.5"
"2011-04-05","57.15999984741211","57.4900016784668","57.0","57.119998931884766","55349400","17.25"
"2011-04-06","57.560001373291016","57.72999954223633","56.93000030517578","57.2599983215332","49532100","16.899999618530273"
"2011-04-07","57.2400016784668","57.59999847412109","56.810001373291016","57.220001220703125","60697000","17.110000610351562"
"2011-04-08","57.47999954223633","57.56999969482422","56.650001525878906","56.95000076293945","42782200","17.8700008392334"
"2011-04-11","57.16999816894531","57.290000915527344","56.560001373291016","56.7599983215332","42451700","16.59000015258789"
"2011-04-12","56.5","56.63999938964844","56.150001525878906","56.369998931884766","50422800","17.09000015258789"
"2011-04-13","56.790000915527344","57.0","56.400001525878906","56.84999847412109","49979800","16.920000076293945"
"2011-04-14","56.459999084472656","56.83000183105469","56.22999954223633","56.75","53544100","16.270000457763672"
"2011-04-15","56.52999877929688","56.869998931884766","56.27999877929688","56.650001525878906","68530000","15.31999969482422"
"2011-04-18","56.08000183105469","56.27000045776367","55.31999969482422","56.25","69065000","16.959999084472656"
"2011-04-19","56.400001525878906","56.59999847412109","56.09999847412109","56.59999847412109","38608400","15.829999923706056"
"2011-04-20","57.59999847412109","57.93999862670898","57.52999877929688","57.880001068115234","67397500","15.06999969482422"
"2011-04-21","58.43999862670898","58.470001220703125","58.15999984741211","58.34000015258789","43666800","14.6899995803833"
"2011-04-25","58.38999938964844","58.52000045776367","58.27999877929688","58.4900016784668","25376800","15.770000457763672"
"2011-04-26","58.63999938964844","59.02999877929688","58.5099983215332","58.81999969482422","49400000","15.619999885559082"
"2011-04-27","58.93000030517578","59.290000915527344","58.65999984741211","59.220001220703125","56465500","15.350000381469728"
"2011-04-28","59.040000915527344","59.22999954223633","58.880001068115234","59.130001068115234","48100000","14.619999885559082"
"2011-04-29","59.02000045776367","59.290000915527344","58.97999954223633","59.08000183105469","44831200","14.75"
"2011-05-02","59.16999816894531","59.34000015258789","58.81999969482422","58.970001220703125","48149400","15.989999771118164"
"2011-05-03","58.93999862670898","59.0","58.33000183105469","58.68999862670898","38100000","16.700000762939453"
"2011-05-04","58.720001220703125","58.869998931884766","58.11000061035156","58.59999847412109","53097200","17.079999923706055"
"2011-05-05","58.310001373291016","58.970001220703125","58.08000183105469","58.27999877929688","72200000","18.200000762939453"
"2011-05-06","58.86000061035156","59.20000076293945","58.310001373291016","58.470001220703125","72507000","18.399999618530277"
"2011-05-09","58.56999969482422","58.91999816894531","58.34000015258789","58.68999862670898","40022000","17.15999984741211"
"2011-05-10","58.86000061035156","59.27999877929688","58.77999877929688","59.18999862670898","38053600","15.90999984741211"
"2011-05-11","59.09999847412109","59.310001373291016","58.36000061035156","58.7599983215332","61900000","16.950000762939453"
"2011-05-12","58.58000183105469","59.18999862670898","58.2400016784668","59.11000061035156","66100000","16.030000686645508"
"2011-05-13","58.970001220703125","59.06999969482422","58.38999938964844","58.40999984741211","63506600","17.06999969482422"
"2011-05-16","58.13999938964844","58.31999969482422","57.27000045776367","57.400001525878906","73115300","18.239999771118164"
"2011-05-17","57.09999847412109","57.56999969482422","56.97999954223633","57.560001373291016","63136000","17.549999237060547"
"2011-05-18","57.47999954223633","58.13999938964844","57.40999984741211","58.040000915527344","42351100","16.229999542236328"
"2011-05-19","58.220001220703125","58.34000015258789","57.84999847412109","58.209999084472656","35015800","15.520000457763672"
"2011-05-20","58.150001525878906","58.209999084472656","57.68999862670898","57.77000045776367","44703300","17.43000030517578"
"2011-05-23","56.97999954223633","57.150001525878906","56.650001525878906","56.91999816894531","43700000","18.270000457763672"
"2011-05-24","57.060001373291016","57.06999969482422","56.560001373291016","56.56999969482422","39314800","17.81999969482422"
"2011-05-25","56.5","57.060001373291016","56.470001220703125","56.790000915527344","41369000","17.06999969482422"
"2011-05-26","56.619998931884766","57.29999923706055","56.61000061035156","57.13999938964844","40564100","16.09000015258789"
"2011-05-27","57.2400016784668","57.4900016784668","57.18999862670898","57.43000030517578","30127200","15.979999542236328"
"2011-05-31","57.970001220703125","58.36000061035156","57.66999816894531","58.36000061035156","47590100","15.449999809265137"
"2011-06-01","58.220001220703125","58.36000061035156","57.040000915527344","57.09000015258789","51795000","18.299999237060547"
"2011-06-02","57.20000076293945","57.40999984741211","56.88999938964844","57.209999084472656","50198100","18.09000015258789"
"2011-06-03","56.54999923706055","56.9900016784668","56.27000045776367","56.34999847412109","57773700","17.950000762939453"
"2011-06-06","56.220001220703125","56.52999877929688","55.86000061035156","55.88999938964844","50175600","18.489999771118164"
"2011-06-07","56.040000915527344","56.2599983215332","55.75","55.790000915527344","46311100","18.06999969482422"
"2011-06-08","55.66999816894531","55.77000045776367","55.22999954223633","55.38999938964844","46426400","18.790000915527344"
"2011-06-09","55.40999984741211","55.7599983215332","55.22999954223633","55.4900016784668","45307500","17.770000457763672"
"2011-06-10","55.22999954223633","55.34000015258789","54.59000015258789","54.63999938964844","53740600","18.86000061035156"
"2011-06-13","54.66999816894531","54.93000030517578","54.45000076293945","54.63999938964844","37736800","19.61000061035156"
"2011-06-14","55.060001373291016","55.470001220703125","55.02999877929688","55.34000015258789","40565300","18.26000022888184"
"2011-06-15","54.810001373291016","55.150001525878906","54.18000030517578","54.290000915527344","59022400","21.31999969482422"
"2011-06-16","54.31999969482422","54.5","53.619998931884766","54.08000183105469","66316200","22.729999542236328"
"2011-06-17","54.400001525878906","54.59999847412109","53.630001068115234","53.790000915527344","70337000","21.850000381469727"
"2011-06-20","53.63999938964844","54.22999954223633","53.63999938964844","54.06999969482422","37402900","19.989999771118164"
"2011-06-21","54.2599983215332","55.290000915527344","54.02999877929688","55.22999954223633","55892800","18.86000061035156"
"2011-06-22","55.0","55.31999969482422","54.81999969482422","54.83000183105469","36833300","18.520000457763672"
"2011-06-23","54.2400016784668","55.369998931884766","54.060001373291016","55.34000015258789","80743300","19.290000915527344"
"2011-06-24","55.08000183105469","55.130001068115234","54.27000045776367","54.380001068115234","56298300","21.100000381469727"
"2011-06-27","54.43999862670898","55.52999877929688","54.31999969482422","55.25","49968900","20.559999465942383"
"2011-06-28","55.369998931884766","56.08000183105469","55.290000915527344","56.06999969482422","47028800","19.170000076293945"
"2011-06-29","56.20000076293945","56.40999984741211","55.900001525878906","56.29999923706055","65407300","17.270000457763672"
"2011-06-30","56.5","57.09000015258789","56.470001220703125","57.04999923706055","50347200","16.520000457763672"
"2011-07-01","57.08000183105469","57.9900016784668","56.91999816894531","57.90999984741211","53203900","15.869999885559082"
"2011-07-05","57.970001220703125","58.2599983215332","57.83000183105469","58.20000076293945","43128800","16.059999465942383"
"2011-07-06","58.130001068115234","58.4900016784668","57.93999862670898","58.38999938964844","49282700","16.34000015258789"
"2011-07-07","58.83000183105469","59.36000061035156","58.7400016784668","59.18999862670898","54799800","15.949999809265137"
"2011-07-08","58.68000030517578","59.040000915527344","58.369998931884766","59.02999877929688","69519500","15.949999809265137"
"2011-07-11","58.40999984741211","58.709999084472656","57.7599983215332","57.959999084472656","52080800","18.38999938964844"
"2011-07-12","57.95000076293945","58.06999969482422","57.459999084472656","57.52000045776367","84000700","19.8700008392334"
"2011-07-13","57.93999862670898","58.34000015258789","57.54999923706055","57.7599983215332","82378100","19.90999984741211"
