baseline,Total Return,Annualized Return,Sharpe Ratio,Sortino Ratio,Calmar Ratio,MDD,Turnover
ppo_profit_only,0.14683203584457027,0.04678994241026202,0.30879416623898304,0.3675057403582447,0.12625898612148498,-0.37058702788284126,1.0
sac_profit_only,0.0567825931126098,0.01860500723453029,0.26771812786085336,0.2980617719782166,0.258553068414744,-0.07195817612454736,7.2781481066416225
ppo_variance_penalized,-0.1265615957625943,-0.0441608490316302,-0.49672604753608135,-0.5514991342828943,-0.2244737381073992,-0.19673058151016976,52.653293011945195
ppo_markovian_mdd_static,0.14683203584457027,0.04678994241026202,0.30879416623898304,0.3675057403582447,0.12625898612148498,-0.37058702788284126,1.0
