baseline,date,portfolio_value,daily_returns,turnover,weight_spy,weight_cash,reward,drawdown,lambda_rrc,vix_zscore_t,nav_after_cost
ppo_markovian_mdd_static,2020-01-02,10000.0,0.0,0.0,0.0,1.0,0.0,0.0,,,10000.0
ppo_markovian_mdd_static,2020-01-03,9910.390553528945,-0.008960944647105507,1.0,1.0,0.0,-0.01034547708248619,0.008960944647105498,,-1.121252637682178,9990.0
ppo_markovian_mdd_static,2020-01-06,9933.235251387789,0.002305125891401749,0.0,1.0,0.0,0.001301001935328473,0.00667647486122114,,-0.5150265874899304,9910.390553528945
ppo_markovian_mdd_static,2020-01-07,9890.314429817607,-0.0043209307424975085,0.0,1.0,0.0,-0.005975576495152457,0.010968557018239336,,-0.577966289820798,9933.235251387789
ppo_markovian_mdd_static,2020-01-08,9947.772114195086,0.0058094901618348516,0.0,1.0,0.0,0.0050092618604444614,0.005222788580491397,,-0.5971291346020252,9890.314429817607
ppo_markovian_mdd_static,2020-01-09,10022.53629183188,0.007515670521855755,0.0,1.0,0.0,0.00748756858558775,0.0,,-0.7317163457422727,9947.772114195086
ppo_markovian_mdd_static,2020-01-10,9976.846896114199,-0.004558666028968927,0.0,1.0,0.0,-0.005252888338200421,0.004558666028968877,,-1.1033644571672967,10022.53629183188
ppo_markovian_mdd_static,2020-01-13,10003.844983346555,0.0027060741247688647,0.0,1.0,0.0,0.0024226800993298638,0.0018649279923844044,,-1.0880230504530377,9976.846896114199
ppo_markovian_mdd_static,2020-01-14,10010.768003172088,0.0006920358959039419,0.0,1.0,0.0,0.0005156691454419954,0.0011741826935945444,,-1.17942901770067,10003.844983346555
ppo_markovian_mdd_static,2020-01-15,10049.88084694687,0.003907077235471679,0.0,1.0,0.0,0.0038994644319744354,0.0,,-1.14220809996923,10010.768003172088
ppo_markovian_mdd_static,2020-01-16,10139.181887390961,0.008885781016122252,0.0,1.0,0.0,0.008846534781610097,0.0,,-1.1213026307072285,10049.88084694687
ppo_markovian_mdd_static,2020-01-17,10150.950176050756,0.0011606743808816322,0.0,1.0,0.0,0.0011600013191257635,0.0,,-1.1555691481782835,10139.181887390961
ppo_markovian_mdd_static,2020-01-21,10101.107390959558,-0.004910159564056604,0.0,1.0,0.0,-0.0056587779388001065,0.004910159564056594,,-1.2387623873728912,10150.950176050756
ppo_markovian_mdd_static,2020-01-22,10100.41551149881,-6.849540688647071e-05,0.0,1.0,0.0,-0.0008152455499388604,0.004978318647565892,,-0.9143686757330924,10101.107390959558
ppo_markovian_mdd_static,2020-01-23,10091.070385408408,-0.0009252219455490041,0.0,1.0,0.0,-0.0018104904090817902,0.005898934543450218,,-0.8850059128587179,10100.41551149881
ppo_markovian_mdd_static,2020-01-24,10030.843070578907,-0.005968377241386547,0.0,1.0,0.0,-0.007761074898873826,0.011832104718159153,,-0.8491585386417684,10091.070385408408
ppo_markovian_mdd_static,2020-01-27,9877.161325931802,-0.015320920042888875,0.0,1.0,0.0,-0.01948525995147799,0.02697174603072199,,-0.1627746539082402,10030.843070578907
ppo_markovian_mdd_static,2020-01-28,9943.965192704205,0.006763468224115554,0.0,1.0,0.0,0.0036820935300021615,0.020390700353834106,,1.4216818453097495,9877.161325931802
ppo_markovian_mdd_static,2020-01-29,9943.965192704205,0.0,0.0,1.0,0.0,-0.0030586050530751157,0.020390700353834106,,0.5866366623582641,9943.965192704205
ppo_markovian_mdd_static,2020-01-30,9987.2314258525,0.004351004082359333,0.0,1.0,0.0,0.0019223033876454624,0.01612841629195646,,0.6428733357594455,9943.965192704205
ppo_markovian_mdd_static,2020-01-31,9775.400117367171,-0.021210213266610767,0.0,1.0,0.0,-0.026987863306998816,0.036996542409362176,,0.2542215121852175,9987.2314258525
ppo_markovian_mdd_static,2020-02-03,9829.396291831881,0.005523679216851596,0.0,1.0,0.0,0.0007568966130802688,0.031677220224912525,,1.7092973316129427,9775.400117367171
ppo_markovian_mdd_static,2020-02-04,9969.924932593181,0.014296772313278083,0.0,1.0,0.0,0.011520537725717565,0.01783332991670759,,1.3230229086231358,9829.396291831881
ppo_markovian_mdd_static,2020-02-05,10136.758724821571,0.016733705956299083,0.0,1.0,0.0,0.016385533813211443,0.001398041659456295,,0.4879083594053889,9969.924932593181
ppo_markovian_mdd_static,2020-02-06,10167.218321966693,0.0030048655563377213,0.0,1.0,0.0,0.0030003599713601383,0.0,,0.0975880082047145,10136.758724821571
ppo_markovian_mdd_static,2020-02-07,10078.955628865979,-0.008681105323569138,0.0,1.0,0.0,-0.010021171420664431,0.008681105323569104,,0.0157457249951368,10167.218321966693
ppo_markovian_mdd_static,2020-02-10,10139.874823156224,0.006044197090795178,0.0,1.0,0.0,0.005622597420708674,0.002689378544315543,,0.2391059158775173,10078.955628865979
ppo_markovian_mdd_static,2020-02-11,10139.528355273591,-3.416885204954312e-05,0.0,1.0,0.0,-0.0004426877613261877,0.0027234555033874767,,0.0532871418176267,10139.874823156224
ppo_markovian_mdd_static,2020-02-12,10235.752415543218,0.009489993705632305,0.0,1.0,0.0,0.0094452465924888,0.0,,0.1155957632010759,10139.528355273591
ppo_markovian_mdd_static,2020-02-13,10204.60093893735,-0.003043398798759922,0.0,1.0,0.0,-0.0035045491744646494,0.0030433987987599103,,-0.5079166457394809,10235.752415543218
ppo_markovian_mdd_static,2020-02-14,10194.909344964313,-0.0009497278757915062,0.0,1.0,0.0,-0.00154871459414149,0.003990236273875088,,-0.3269810390372755,10204.60093893735
ppo_markovian_mdd_static,2020-02-18,10139.874823156224,-0.005398235525779671,0.0,1.0,0.0,-0.006817898383626704,0.009366931564444847,,-0.5270928769657132,10194.909344964313
ppo_markovian_mdd_static,2020-02-19,10179.679546391752,0.00392556357250351,0.0,1.0,0.0,0.0030961578814256664,0.005478138477276861,,-0.0266714102394479,10139.874823156224
ppo_markovian_mdd_static,2020-02-20,10133.990150674068,-0.0044882941068492554,0.0,1.0,0.0,-0.005989673502356829,0.009941845087482002,,-0.2215493742151412,10179.679546391752
ppo_markovian_mdd_static,2020-02-21,10028.766375892148,-0.010383252126500375,0.0,1.0,0.0,-0.013470814444670557,0.0202218685298364,,0.2891102737620407,10133.990150674068
ppo_markovian_mdd_static,2020-02-24,9676.406426645517,-0.03513492448020916,0.0,1.0,0.0,-0.04396395041078139,0.05464629918640099,,0.9442302755974517,10028.766375892148
ppo_markovian_mdd_static,2020-02-25,9369.735873116573,-0.03169260777270355,0.0,1.0,0.0,-0.044896741646240634,0.08460702323276008,,4.22184436454829,9676.406426645517
ppo_markovian_mdd_static,2020-02-26,9336.506645519428,-0.0035464422953997987,0.0,1.0,0.0,-0.016730757570075628,0.0878534116024793,,5.095597825897003,9369.735873116573
ppo_markovian_mdd_static,2020-02-27,8912.84402854877,-0.045376995171311996,0.0,1.0,0.0,-0.06582535822203388,0.12924388293972233,,4.734416174629932,9336.506645519428
ppo_markovian_mdd_static,2020-02-28,8811.081763679616,-0.011417485209344935,0.0,1.0,0.0,-0.032361024309085926,0.1391857280272047,,7.883651998287038,8912.84402854877
ppo_markovian_mdd_static,2020-03-02,9242.705747819191,0.04898649175164649,0.0,1.0,0.0,0.03327183354972957,0.09701745679350977,,7.25629335652188,8811.081763679616
ppo_markovian_mdd_static,2020-03-03,8975.146981760507,-0.028948099545613504,0.0,1.0,0.0,-0.04784892440112007,0.12315708534220253,,5.011807423017717,9242.705747819191
ppo_markovian_mdd_static,2020-03-04,9376.312425059477,0.04469736753216713,0.0,1.0,0.0,0.031132565729114915,0.0839645153177662,,5.553507894223165,8975.146981760507
ppo_markovian_mdd_static,2020-03-05,9049.911159397305,-0.034811261705595564,0.0,1.0,0.0,-0.052809542988380594,0.1158528663066515,,4.134371804762353,9376.312425059477
ppo_markovian_mdd_static,2020-03-06,8959.571771609835,-0.009982350787351324,0.0,1.0,0.0,-0.028734318496306754,0.12467873314280975,,5.629034102683704,9049.911159397305
ppo_markovian_mdd_static,2020-03-09,8262.812183980968,-0.07776706358184293,0.0,1.0,0.0,-0.1098699294618872,0.19274989775703213,,5.7327036136449925,8959.571771609835
ppo_markovian_mdd_static,2020-03-10,8669.514775574942,0.04922084425232898,0.0,1.0,0.0,0.025095380688459495,0.15301636620185433,,7.443963267849547,8262.812183980968
ppo_markovian_mdd_static,2020-03-11,8163.126613798575,-0.0584102080549006,0.0,1.0,0.0,-0.09055889274530204,0.20248885647109977,,5.643705476690732,8669.514775574942
ppo_markovian_mdd_static,2020-03-12,7341.760591593976,-0.10061904721852533,0.0,1.0,0.0,-0.14845863274625304,0.2827336678791343,,6.253245263583844,8163.126613798575
ppo_markovian_mdd_static,2020-03-13,8034.0203219666955,0.09429069795129652,0.0,1.0,0.0,0.0578410702294292,0.21510212480649138,,8.326319460410785,7341.760591593976
ppo_markovian_mdd_static,2020-03-16,7008.78383029342,-0.1276118867748024,0.0,1.0,0.0,-0.1838105336576186,0.3152644235854684,,5.461591493098656,8034.0203219666955
ppo_markovian_mdd_static,2020-03-17,7388.834274385409,0.05422487742443027,0.0,1.0,0.0,0.01108557541920048,0.27813472088624386,,7.637808953676683,7008.78383029342
ppo_markovian_mdd_static,2020-03-18,6901.483360824744,-0.06595775401948678,0.0,1.0,0.0,-0.1170957105438623,0.3257473334012371,,6.268315464708368,7388.834274385409
ppo_markovian_mdd_static,2020-03-19,6967.940231562251,0.00962936042340412,0.0,1.0,0.0,-0.038304913093290115,0.31925471145811635,,5.854942756782667,6901.483360824744
ppo_markovian_mdd_static,2020-03-20,6642.231901665347,-0.04674384668536091,0.0,1.0,0.0,-0.1005329299038216,0.35107536485749985,,5.105067223695603,6967.940231562251
ppo_markovian_mdd_static,2020-03-23,6442.515349722444,-0.030067687322514414,0.0,1.0,0.0,-0.0861170448467844,0.37058702788284126,,4.3536582146712695,6642.231901665347
ppo_markovian_mdd_static,2020-03-24,7152.427513084855,0.11019176902589689,0.0,1.0,0.0,0.059348130434692926,0.301230899037404,,3.820195907751789,6442.515349722444
ppo_markovian_mdd_static,2020-03-25,7340.029836637588,0.026229182079724467,0.0,1.0,0.0,-0.01654431740753265,0.28290275705657075,,3.70585945184924,7152.427513084855
ppo_markovian_mdd_static,2020-03-26,7790.345129262491,0.061350607919488986,0.0,1.0,0.0,0.02370599469793016,0.2389084052646019,,3.772196338990945,7340.029836637588
ppo_markovian_mdd_static,2020-03-27,7488.519844567803,-0.03874350618446365,0.0,1.0,0.0,-0.07977336691609241,0.26839576217217614,,3.430434764329368,7790.345129262491
ppo_markovian_mdd_static,2020-03-30,7722.1575035685955,0.031199444463016812,0.0,1.0,0.0,-0.006112883543727743,0.24557011638515922,,3.6779857984602273,7488.519844567803
ppo_markovian_mdd_static,2020-03-31,7588.204886597938,-0.017346527432101078,0.0,1.0,0.0,-0.056297269520188695,0.2586568550568809,,2.9486714335617124,7722.1575035685955
ppo_markovian_mdd_static,2020-04-01,7247.267286280729,-0.04492994132503747,0.0,1.0,0.0,-0.08976538518217379,0.291965359060894,,2.6272499166680947,7588.204886597938
ppo_markovian_mdd_static,2020-04-02,7405.794827914354,0.021874112734012296,0.0,1.0,0.0,-0.01983335259523289,0.27647772950540606,,2.836512062548897,7247.267286280729
ppo_markovian_mdd_static,2020-04-03,7289.495172085645,-0.015703872242091466,0.0,1.0,0.0,-0.05900445898152923,0.2878398308055611,,2.3395096860096287,7405.794827914354
ppo_markovian_mdd_static,2020-04-06,7840.879793814433,0.07564098867096547,0.0,1.0,0.0,0.03782105268596785,0.23397133151561172,,2.0094354870390974,7289.495172085645
ppo_markovian_mdd_static,2020-04-07,7843.302956383822,0.00030904217806027034,0.0,1.0,0.0,-0.03475119501775435,0.2337345963474467,,1.8728963918113288,7840.879793814433
ppo_markovian_mdd_static,2020-04-08,8110.861194290246,0.034112954630759695,0.0,1.0,0.0,0.0024047576655845705,0.2075950193975264,,1.955665725318066,7843.302956383822
ppo_markovian_mdd_static,2020-04-09,8208.123601903251,0.011991625215023394,0.0,1.0,0.0,-0.017793624025937618,0.19809279585162373,,1.6949970867492063,8110.861194290246
ppo_markovian_mdd_static,2020-04-13,8098.054558287074,-0.013409769266955918,0.0,1.0,0.0,-0.044827420149566144,0.20884618643276315,,1.558747995557223,8208.123601903251
ppo_markovian_mdd_static,2020-04-14,8296.040355273592,0.024448562992689604,0.0,1.0,0.0,-0.004271061388667213,0.18950361258485804,,1.5086692019686287,8098.054558287074
ppo_markovian_mdd_static,2020-04-15,8136.820934179222,-0.019192218730367916,0.0,1.0,0.0,-0.05013760571685691,0.20505883653230245,,1.2542637659562617,8296.040355273592
ppo_markovian_mdd_static,2020-04-16,8145.820120539255,0.0011059830900581602,0.0,1.0,0.0,-0.029521574815855055,0.204179645047916,,1.460685022932264,8136.820934179222
ppo_markovian_mdd_static,2020-04-17,8391.22606819984,0.030126610215932326,0.0,1.0,0.0,0.0026510759150727425,0.18020427541236972,,1.396367074412422,8145.820120539255
ppo_markovian_mdd_static,2020-04-20,8190.8171086439315,-0.023883155801915024,0.0,1.0,0.0,-0.054140519982797855,0.19978358442843996,,1.2471320181479757,8391.22606819984
ppo_markovian_mdd_static,2020-04-21,7968.601798572559,-0.027129809776470726,0.0,1.0,0.0,-0.06072861312843553,0.22149330356290567,,1.632263957264105,8190.8171086439315
ppo_markovian_mdd_static,2020-04-22,8126.090992862804,0.01976371743389871,0.0,1.0,0.0,-0.01134511669245513,0.206107117194125,,1.7250882541303527,7968.601798572559
ppo_markovian_mdd_static,2020-04-23,8136.4749944488485,0.001277859378533197,0.0,1.0,0.0,-0.029486851448121156,0.2050926337282807,,1.4713639749323046,8126.090992862804
ppo_markovian_mdd_static,2020-04-24,8232.00664710547,0.0117411597432302,0.0,1.0,0.0,-0.01769115775839345,0.19575949935981404,,1.4168224608610036,8136.4749944488485
ppo_markovian_mdd_static,2020-04-27,8352.806160190325,0.014674370206847254,0.0,1.0,0.0,-0.013025922987114137,0.1839577765180797,,1.0301204122785588,8232.00664710547
ppo_markovian_mdd_static,2020-04-28,8344.844793021412,-0.0009531368280587538,0.0,1.0,0.0,-0.028663927813983435,0.18473557641453123,,0.8405986968556356,8352.806160190325
ppo_markovian_mdd_static,2020-04-29,8530.37042188739,0.022232364228167434,0.0,1.0,0.0,-0.003002719923954504,0.1666103208071121,,0.853677813219134,8344.844793021412
ppo_markovian_mdd_static,2020-04-30,8418.570623314828,-0.013106089541633947,0.0,1.0,0.0,-0.039822652281592694,0.17753280056568765,,0.6863267549098547,8530.37042188739
ppo_markovian_mdd_static,2020-05-01,8212.969398889769,-0.024422343604941332,0.0,1.0,0.0,-0.054368421893835395,0.1976193771140662,,0.8822878370494066,8418.570623314828
ppo_markovian_mdd_static,2020-05-04,8217.815195876288,0.0005900176600164286,0.0,1.0,0.0,-0.02898205008844389,0.19714595837650856,,1.0843558520255343,8212.969398889769
ppo_markovian_mdd_static,2020-05-05,8265.58128628073,0.005812504816171904,0.0,1.0,0.0,-0.023076227424017097,0.19247936539288885,,0.992510122868216,8217.815195876288
ppo_markovian_mdd_static,2020-05-06,8198.432007930216,-0.008123963218650943,0.0,1.0,0.0,-0.03801308742681869,0.1990396333267387,,0.8239180749247235,8265.58128628073
ppo_markovian_mdd_static,2020-05-07,8269.388735923869,0.00865491449157818,0.0,1.0,0.0,-0.02019843304416586,0.19210738984203862,,0.8538177738861711,8198.432007930216
ppo_markovian_mdd_static,2020-05-08,8432.41560666138,0.019714500786411238,0.0,1.0,0.0,-0.006904341624823895,0.17618019034374371,,0.6655475635101678,8269.388735923869
ppo_markovian_mdd_static,2020-05-11,8395.725925455985,-0.004351028568422399,0.0,1.0,0.0,-0.031325219920848225,0.1797646538707904,,0.4250931855870794,8432.41560666138
ppo_markovian_mdd_static,2020-05-12,8240.65989373513,-0.01846963956394665,0.0,1.0,0.0,-0.04787944881390423,0.19491410507140597,,0.393766307387475,8395.725925455985
ppo_markovian_mdd_static,2020-05-13,8058.595774781918,-0.022093390735810403,0.0,1.0,0.0,-0.05424628240542938,0.21270118232395296,,0.7654796519762199,8240.65989373513
ppo_markovian_mdd_static,2020-05-14,8194.624558287074,0.016879961137998167,0.0,1.0,0.0,-0.013172663544263257,0.1994116088775893,,0.9131913732833082,8058.595774781918
ppo_markovian_mdd_static,2020-05-15,8200.162762886595,0.0006758338420667087,0.0,1.0,0.0,-0.029154976053175904,0.19887054414930305,,0.7251961389028778,8194.624558287074
ppo_markovian_mdd_static,2020-05-18,8512.371521015068,0.03807348307054448,0.0,1.0,0.0,0.012111261870664015,0.168368755374657,,0.6710434353959198,8200.162762886595
ppo_markovian_mdd_static,2020-05-19,8383.957636796194,-0.015085559165486262,0.0,1.0,0.0,-0.0423376603376169,0.18091437771931962,,0.4900177434505237,8512.371521015068
ppo_markovian_mdd_static,2020-05-20,8505.449029341793,0.01449093588121042,0.0,1.0,0.0,-0.0109698133965854,0.1690450604856289,,0.5701742451217557,8383.957636796194
ppo_markovian_mdd_static,2020-05-21,8480.874104678827,-0.00288931537631798,0.0,1.0,0.0,-0.02861039021100205,0.1714459513693951,,0.3928691522351087,8505.449029341793
ppo_markovian_mdd_static,2020-05-22,8476.02830769231,-0.0005713794270150174,0.0,1.0,0.0,-0.026359448242489633,0.1719193701069526,,0.4942890652188644,8480.874104678827
ppo_markovian_mdd_static,2020-05-26,8661.89987628866,0.021929087757725618,0.0,1.0,0.0,-0.0013719439769735824,0.1537603173035553,,0.3974360107349571,8476.02830769231
ppo_markovian_mdd_static,2020-05-27,8852.963709754162,0.022057959130712845,0.0,1.0,0.0,0.0015541021064927468,0.1350939969678498,,0.3839041790246172,8661.89987628866
ppo_markovian_mdd_static,2020-05-28,8803.81333227597,-0.005551855750186685,0.0,1.0,0.0,-0.026551699131826936,0.13989583033415476,,0.3544471098927093,8852.963709754162
ppo_markovian_mdd_static,2020-05-29,8801.736109436953,-0.000235945806733584,0.0,1.0,0.0,-0.021250788892275847,0.14009876830634152,,0.4178809736110189,8803.81333227597
ppo_markovian_mdd_static,2020-06-01,8835.657216494843,0.003853910937129834,0.0,1.0,0.0,-0.016671214184069274,0.13678478554466594,,0.3411927855090347,8801.736109436953
ppo_markovian_mdd_static,2020-06-02,8924.958785091198,0.010106952590877016,0.0,1.0,0.0,-0.009152827643301777,0.12806031029644205,,0.3878253609395267,8835.657216494843
ppo_markovian_mdd_static,2020-06-03,9109.100126883424,0.020632178391661427,0.0,1.0,0.0,0.0039116737863482375,0.1100702950717084,,0.290520623450909,8924.958785091198
ppo_markovian_mdd_static,2020-06-04,9114.63727517843,0.000607869956184004,0.0,1.0,0.0,-0.01582171475306643,0.10952933354096674,,0.2074530345701913,9109.100126883424
