baseline,date,portfolio_value,daily_returns,turnover,weight_spy,weight_cash,reward,drawdown,lambda_rrc,vix_zscore_t,nav_after_cost
ppo_hybrid_regime_aware_policy_seed_7,2020-01-02,10000.0,0.0,0.0,0.0,1.0,0.0,0.0,,,10000.0
ppo_hybrid_regime_aware_policy_seed_7,2020-01-03,9914.353387491616,-0.008564661250838435,1.0,1.0,0.0,-0.01028970306929445,0.008564661250838435,0.02196868405794555,-1.121252637682178,9990.0
ppo_hybrid_regime_aware_policy_seed_7,2020-01-06,9952.177162965203,0.0038150521769082513,0.0,1.0,0.0,0.00380779332143604,0.004782283703479697,0.03712433531275174,-0.5150265874899304,9914.353387491616
ppo_hybrid_regime_aware_policy_seed_7,2020-01-07,9924.193856654649,-0.0028117773480448305,0.0,1.0,0.0,-0.0029152208319304846,0.00758061433453513,0.035550842754480054,-0.577966289820798,9952.177162965203
ppo_hybrid_regime_aware_policy_seed_7,2020-01-08,9977.085205357462,0.005329536027487647,0.0,1.0,0.0,0.005315384309479369,0.0022914794642538254,0.035071771634949366,-0.5971291346020252,9924.193856654649
ppo_hybrid_regime_aware_policy_seed_7,2020-01-09,10044.736319366033,0.006780649119067839,0.0,1.0,0.0,0.006757763910630538,0.0,0.03170709135644319,-0.7317163457422727,9977.085205357462
ppo_hybrid_regime_aware_policy_seed_7,2020-01-10,10015.830527723869,-0.002877705369570993,0.0,1.0,0.0,-0.0029463602473626302,0.0028777053695709857,0.022415888570817583,-1.1033644571672967,10044.736319366033
ppo_hybrid_regime_aware_policy_seed_7,2020-01-13,10084.712873426308,0.006877347366428754,0.0,1.0,0.0,0.006853806284860935,0.0,0.02279942373867406,-1.0880230504530377,10015.830527723869
ppo_hybrid_regime_aware_policy_seed_7,2020-01-14,10069.337492273617,-0.0015246225991427664,0.0,1.0,0.0,-0.0015570625454407094,0.0015246225991427196,0.02051427455748325,-1.17942901770067,10084.712873426308
ppo_hybrid_regime_aware_policy_seed_7,2020-01-15,10092.092756079188,0.0022598570981489097,0.0,1.0,0.0,0.0022573074615838975,0.0,0.021444797500769254,-1.14220809996923,10069.337492273617
ppo_hybrid_regime_aware_policy_seed_7,2020-01-16,10176.04267501085,0.008318385587676502,0.0,1.0,0.0,0.008283978494246641,0.0,0.02196743423231929,-1.1213026307072285,10092.092756079188
ppo_hybrid_regime_aware_policy_seed_7,2020-01-17,10207.715922647845,0.0031125309364881115,0.0,1.0,0.0,0.0031076970399105484,0.0,0.021110771295542913,-1.1555691481782835,10176.04267501085
ppo_hybrid_regime_aware_policy_seed_7,2020-01-21,10187.727176398314,-0.001958199699227836,0.0,1.0,0.0,-0.001997385860478398,0.0019581996992277854,0.01903094031567772,-1.2387623873728912,10207.715922647845
ppo_hybrid_regime_aware_policy_seed_7,2020-01-22,10188.957469653391,0.00012076228915192111,0.0,1.0,0.0,0.00012075499797367417,0.0018376738867541288,0.02714078310667269,-0.9143686757330924,10187.727176398314
ppo_hybrid_regime_aware_policy_seed_7,2020-01-23,10200.642909479642,0.0011468729613461903,0.0,1.0,0.0,0.001146215804953398,0.0006929085039004807,0.027874852178532052,-0.8850059128587179,10188.957469653391
ppo_hybrid_regime_aware_policy_seed_7,2020-01-24,10109.927785303242,-0.008893079091328415,0.0,1.0,0.0,-0.009188544349684698,0.009579825505100613,0.028771036533955793,-0.8491585386417684,10200.642909479642
ppo_hybrid_regime_aware_policy_seed_7,2020-01-27,9947.87160579183,-0.016029410194896898,0.0,1.0,0.0,-0.016888458693326593,0.025455676747380772,0.045930633652293995,-0.1627746539082402,10109.927785303242
