baseline,Total Return,Annualized Return,Sharpe Ratio,Sortino Ratio,Calmar Ratio,MDD,Turnover
buy_and_hold_spy,0.2306333931985749,0.0717233437685536,0.3825867037136946,0.50817206439941,0.2013726884720706,-0.35617215180846773,1.0
risk_parity_spy_cash,0.1317036617411831,0.04216055180206402,0.2984643096944997,0.39544322164417917,0.15120223515727074,-0.27883550635485876,3.8471601633169437
cppi_spy_cash,-0.007239067888186068,-0.002422068755051021,0.10102735992024611,0.1361390245581062,-0.006719344915602008,-0.3604620369207554,9.716824856298848
