baseline,date,portfolio_value,daily_returns,turnover,weight_spy,weight_cash,reward
ppo_profit_only,2020-01-02,10000.0,0.0,0.0,0.0,1.0,0.0
ppo_profit_only,2020-01-03,9914.353387491616,-0.008564661250838435,1.0,1.0,0.0,-0.008601548732211452
ppo_profit_only,2020-01-06,9952.177162965203,0.0038150521769082513,0.0,1.0,0.0,0.00380779332143604
ppo_profit_only,2020-01-07,9924.193856654649,-0.0028117773480448305,0.0,1.0,0.0,-0.002815737819690788
ppo_profit_only,2020-01-08,9977.085205357462,0.005329536027487647,0.0,1.0,0.0,0.005315384309479369
ppo_profit_only,2020-01-09,10044.736319366033,0.006780649119067839,0.0,1.0,0.0,0.006757763910630538
ppo_profit_only,2020-01-10,10015.830527723869,-0.002877705369570993,0.0,1.0,0.0,-0.0028818539244586834
ppo_profit_only,2020-01-13,10084.712873426308,0.006877347366428754,0.0,1.0,0.0,0.006853806284860935
ppo_profit_only,2020-01-14,10069.337492273617,-0.0015246225991427664,0.0,1.0,0.0,-0.001525786018845352
ppo_profit_only,2020-01-15,10092.092756079188,0.0022598570981489097,0.0,1.0,0.0,0.0022573074615838975
ppo_profit_only,2020-01-16,10176.04267501085,0.008318385587676502,0.0,1.0,0.0,0.008283978494246641
ppo_profit_only,2020-01-17,10207.715922647845,0.0031125309364881115,0.0,1.0,0.0,0.0031076970399105484
ppo_profit_only,2020-01-21,10187.727176398314,-0.001958199699227836,0.0,1.0,0.0,-0.001960119478876216
ppo_profit_only,2020-01-22,10188.957469653391,0.00012076228915192111,0.0,1.0,0.0,0.00012075499797367417
ppo_profit_only,2020-01-23,10200.642909479642,0.0011468729613461903,0.0,1.0,0.0,0.001146215804953398
ppo_profit_only,2020-01-24,10109.927785303242,-0.008893079091328415,0.0,1.0,0.0,-0.008932858535968936
ppo_profit_only,2020-01-27,9947.87160579183,-0.016029410194896898,0.0,1.0,0.0,-0.016159270785999106
ppo_profit_only,2020-01-28,10052.117140457702,0.010479179747874712,0.0,1.0,0.0,0.01042465373821599
ppo_profit_only,2020-01-29,10043.813834034421,-0.0008260256329346571,0.0,1.0,0.0,-0.0008263669800950709
ppo_profit_only,2020-01-30,10076.409567003026,0.003245354156022895,0.0,1.0,0.0,0.0032400993602699547
ppo_profit_only,2020-01-31,9893.443094349263,-0.018157903510881424,0.0,1.0,0.0,-0.018324781429623113
ppo_profit_only,2020-02-03,9966.93692827096,0.0074285396116215985,0.0,1.0,0.0,0.007401083897971815
ppo_profit_only,2020-02-04,10118.84576913466,0.015241276427947925,0.0,1.0,0.0,0.015126295011474165
ppo_profit_only,2020-02-05,10235.698290519606,0.011548008938072618,0.0,1.0,0.0,0.011481839611606611
ppo_profit_only,2020-02-06,10270.13993259022,0.0033648551464744436,0.0,1.0,0.0,0.003359206688677661
ppo_profit_only,2020-02-07,10215.403613224189,-0.005329656628371371,0.0,1.0,0.0,-0.005343909914229331
ppo_profit_only,2020-02-10,10291.664903140716,0.007465323231850007,0.0,1.0,0.0,0.007437595617929694
ppo_profit_only,2020-02-11,10309.500870803562,0.001733049786473595,0.0,1.0,0.0,0.0017315497884897969
ppo_profit_only,2020-02-12,10375.922629995846,0.006442771577855,0.0,1.0,0.0,0.006422105641496987
ppo_profit_only,2020-02-13,10364.851867577736,-0.0010669665544831286,0.0,1.0,0.0,-0.0010675361685061084
ppo_profit_only,2020-02-14,10381.457541985506,0.0016021140118476218,0.0,1.0,0.0,0.001600831996301532
ppo_profit_only,2020-02-18,10354.704528930028,-0.0025769997081124263,0.0,1.0,0.0,-0.0025803258874645633
ppo_profit_only,2020-02-19,10404.212805791078,0.00478123511131856,0.0,1.0,0.0,0.004769841309919101
ppo_profit_only,2020-02-20,10361.469734174765,-0.004108246574168639,0.0,1.0,0.0,-0.0041167086031452735
ppo_profit_only,2020-02-21,10254.76455143753,-0.010298267087080704,0.0,1.0,0.0,-0.010351661133344124
ppo_profit_only,2020-02-24,9914.661195415083,-0.03316539880720826,0.0,1.0,0.0,-0.03372784139233276
ppo_profit_only,2020-02-25,9614.225647090652,-0.030302149756096908,0.0,1.0,0.0,-0.030770750603140915
ppo_profit_only,2020-02-26,9578.862458127218,-0.0036782149973914047,0.0,1.0,0.0,-0.0036849962639194165
ppo_profit_only,2020-02-27,9148.659593775305,-0.044911686145666097,0.0,1.0,0.0,-0.04595146753683802
ppo_profit_only,2020-02-28,9110.221140893575,-0.004201539306138757,0.0,1.0,0.0,-0.004210390573741874
ppo_profit_only,2020-03-02,9504.753008358588,0.043306508301324875,0.0,1.0,0.0,0.04239500466012263
ppo_profit_only,2020-03-03,9232.608574268179,-0.028632457240191478,0.0,1.0,0.0,-0.029050362476348037
ppo_profit_only,2020-03-04,9620.683044411924,0.04203302533861675,0.0,1.0,0.0,0.04117363701185871
ppo_profit_only,2020-03-05,9300.875304123685,-0.033241687602835635,0.0,1.0,0.0,-0.03380675024137826
ppo_profit_only,2020-03-06,9147.121492596763,-0.016531112018967953,0.0,1.0,0.0,-0.016669275633020057
ppo_profit_only,2020-03-09,8432.78188484351,-0.07809447030209493,0.0,1.0,0.0,-0.08131252304186744
ppo_profit_only,2020-03-10,8869.135277032019,0.05174489250964487,0.0,1.0,0.0,0.050450587293811376
ppo_profit_only,2020-03-11,8436.778695654628,-0.04874844817138424,0.0,1.0,0.0,-0.0499767384502888
ppo_profit_only,2020-03-12,7629.5716543576855,-0.09567716191402476,0.0,1.0,0.0,-0.100568860566243
ppo_profit_only,2020-03-13,8281.795529311421,0.08548630309818406,0.0,1.0,0.0,0.08202809219873292
ppo_profit_only,2020-03-16,7375.570526634192,-0.10942373540494499,0.0,1.0,0.0,-0.11588653747701548
ppo_profit_only,2020-03-17,7773.792804645041,0.05399206428476466,0.0,1.0,0.0,0.05258492094923695
ppo_profit_only,2020-03-18,7380.182953292242,-0.05063292285299992,0.0,1.0,0.0,-0.051959751002537705
ppo_profit_only,2020-03-19,7395.865673149007,0.002124977111816584,0.0,1.0,0.0,0.0021227225413292194
ppo_profit_only,2020-03-20,7035.774509315816,-0.048688169816349824,0.0,1.0,0.0,-0.04991337303957556
ppo_profit_only,2020-03-23,6855.8823621415595,-0.025568208153355143,0.0,1.0,0.0,-0.025900755458341244
ppo_profit_only,2020-03-24,7477.047666866445,0.09060326182884704,0.0,1.0,0.0,0.08673099436253752
ppo_profit_only,2020-03-25,7588.980422889267,0.014970180880193862,0.0,1.0,0.0,0.014859233619036984
ppo_profit_only,2020-03-26,8032.099489541906,0.05838980231338309,0.0,1.0,0.0,0.05674869876971943
ppo_profit_only,2020-03-27,7792.858127124173,-0.029785657253030173,0.0,1.0,0.0,-0.030238259991311155
ppo_profit_only,2020-03-30,8045.9367695160545,0.03247571536186511,0.0,1.0,0.0,0.031959525345806684
ppo_profit_only,2020-03-31,7926.008984212814,-0.01490538500844496,0.0,1.0,0.0,-0.015017586594124019
