baseline,Total Return,Annualized Return,Sharpe Ratio,Sortino Ratio,Calmar Ratio,MDD,Turnover
ppo_profit_only,0.1760013803222824,0.05560238382394034,0.3420013791731917,0.4251109202175363,0.16303414887666284,-0.3410474689324392,1.0
sac_profit_only,0.1760013803222824,0.05560238382394034,0.3420013791731917,0.4251109202175363,0.16303414887666284,-0.3410474689324392,1.0
ppo_variance_penalized,0.13560094351090446,0.04335707126994515,0.33843173354809064,0.4207887255252503,0.18288851417787994,-0.23706831161510478,2.4444322604304713
ppo_markovian_mdd_static,0.05905440719797661,0.0193353652346675,0.3340533341248274,0.41529047410704323,0.20338414640368427,-0.09506820259377524,1.7590673332660454
