baseline,Total Return,Annualized Return,Sharpe Ratio,Sortino Ratio,Calmar Ratio,MDD,Turnover
buy_and_hold_spy,0.14683203584457027,0.04678994241026202,0.30879416623898304,0.3675057403582447,0.12625898612148498,-0.37058702788284126,1.0
risk_parity_spy_cash,0.04414363276342814,0.01452253333322795,0.1727154254722695,0.21071202385322074,0.04820685023818346,-0.30125455742231855,2.713308702304337
cppi_spy_cash,-0.040746196648282274,-0.013788944028627736,-0.08997306283773307,-0.1085427920619152,-0.08131515750911977,-0.1695740923465746,7.302880218719829
