date,open,high,low,close,volume,vix_close,split,log_return,sma_ratio,rsi_14,bollinger_band_width,vix_zscore_252
2010-12-31,115.31999969482422,115.7300033569336,115.04000091552734,115.62999725341795,3725200,17.75,train,0.0015579050207587116,0.02178413376917021,63.78092347501403,0.02488737494347188,-0.9118426049819124
2011-01-03,116.41000366210938,116.86000061035156,116.36000061035156,116.41000366210938,9108900,17.610000610351562,train,0.006723059331193053,0.0277921803808725,68.91728027300758,0.026247863877943815,-0.9354014432387101
2011-01-04,116.70999908447266,116.7300033569336,116.11000061035156,116.63999938964844,9775600,17.3799991607666,train,0.0019737893086999416,0.02886356836081916,70.25668982733518,0.026990968397712155,-0.9764186762805782
2011-01-05,116.45999908447266,117.19000244140624,116.3000030517578,117.04000091552734,7567800,17.020000457763672,train,0.0034235015066473797,0.031422071700432985,72.47796085094558,0.028093698065580527,-1.041635232439815
2011-01-06,117.13999938964844,117.19000244140624,116.5,116.77999877929688,7161600,17.399999618530273,train,-0.0022239521318383622,0.02822103729289549,68.87725193501844,0.02776491509283347,-0.9674803473217998
2011-01-07,116.91000366210938,117.0999984741211,115.81999969482422,116.56999969482422,9249800,17.139999389648438,train,-0.0017998640885968254,0.02542223379976427,66.0241956747769,0.026107712451809803,-1.0152068135489491
2011-01-10,116.16000366210938,116.33999633789062,115.55999755859376,116.1999969482422,6166700,17.540000915527344,train,-0.0031791301589448122,0.021251136590829445,61.21302672023467,0.02432046085391442,-0.9396058762583228
2011-01-11,116.62999725341795,116.86000061035156,116.16999816894533,116.5500030517578,5122600,16.889999389648438,train,0.0030075735110393297,0.023384648742440062,63.89336643198819,0.023190946869376883,-1.0604046739668445
2011-01-12,117.1500015258789,117.6500015258789,117.01000213623048,117.4000015258789,5255800,16.239999771118164,train,0.007266528725387132,0.029748696142872566,69.42008592179349,0.025280733585274787,-1.1804426417424647
2011-01-13,117.37000274658205,117.37999725341795,116.81999969482422,117.1999969482422,6056800,16.389999389648438,train,-0.0017050692872381033,0.02703590313171844,66.82802316885326,0.02569877452355,-1.1501285675025572
2011-01-14,116.87999725341795,117.7699966430664,116.80999755859376,117.69000244140624,5885800,15.460000038146973,train,0.0041722185299290495,0.03035653350182499,69.80291439621224,0.027756232516297285,-1.3208387206366345
2011-01-18,117.76000213623048,118.43000030517578,117.73999786376952,118.2300033569336,4665700,15.869999885559082,train,0.004577838634316725,0.03439589841824442,72.7077243097154,0.03016357754568896,-1.2407733776227803
2011-01-19,118.3499984741211,118.48999786376952,117.86000061035156,118.16000366210938,9080300,17.309999465942383,train,-0.0005922390523436924,0.0331290561747839,71.74428068455828,0.03053547654264595,-0.968582770453407
2011-01-20,117.83999633789062,118.33999633789062,117.33000183105467,118.12000274658205,10935600,17.989999771118164,train,-0.0003385890877309109,0.03207544266117024,71.16396493033204,0.03139206507578751,-0.8366797074745692
2011-01-21,118.70999908447266,118.8000030517578,117.97000122070312,118.45999908447266,9663000,18.46999931335449,train,0.0028742629920469314,0.03418411326626236,73.15180380345103,0.033084293655577204,-0.7406097549478017
2011-01-24,118.36000061035156,119.58000183105467,118.33999633789062,119.55999755859376,12299400,17.649999618530273,train,0.009242973875570722,0.0427259254309964,78.3514807031402,0.037995894132436286,-0.887679462829602
2011-01-25,119.3000030517578,119.58999633789062,118.70999908447266,119.48999786376952,10474000,17.59000015258789,train,-0.0005856490120513111,0.04095156795232757,77.32518861575875,0.04064379325421211,-0.8926133722343448
2011-01-26,119.5500030517578,119.94000244140624,119.33999633789062,119.61000061035156,9154100,16.639999389648438,train,0.0010037871804600231,0.04064619538266956,77.86057802154707,0.042986618846147406,-1.0630863339189667
2011-01-27,119.62000274658205,119.93000030517578,119.4499969482422,119.63999938964844,7393200,16.149999618530273,train,0.00025077349595899147,0.03957040236169562,78.00042000004765,0.043994300895805714,-1.146046879345258
2011-01-28,119.66000366210938,119.86000061035156,117.76000213623048,118.0199966430664,17156100,20.040000915527344,train,-0.013633155474925985,0.02415553288125416,57.045375892131524,0.04089841811147094,-0.41864327796185974
2011-01-31,118.25,118.6500015258789,117.87999725341795,118.5999984741211,8965000,19.530000686645508,train,0.004902400512613398,0.027733185920402637,61.07713634165198,0.03811892554613857,-0.5110462883789347
2011-02-01,119.16000366210938,120.2300033569336,119.08000183105467,120.08999633789062,7626900,17.6299991607666,train,0.012484957480017354,0.03921477395428985,69.1008041345111,0.03990089678528135,-0.8604344092970151
2011-02-02,119.88999938964844,120.31999969482422,119.88999938964844,120.0999984741211,4231200,17.299999237060547,train,8.32852029834551e-05,0.037848178161682844,69.14678322832415,0.0412166663410959,-0.9170552213560627
2011-02-03,120.02999877929688,120.56999969482422,119.55999755859376,120.37000274658205,6338100,16.690000534057617,train,0.0022456388286040403,0.03864661817102677,70.42611776400554,0.04317185435554284,-1.0221744865911002
2011-02-04,120.37000274658205,120.69000244140624,120.0199966430664,120.69000244140624,5191300,15.93000030517578,train,0.0026549396490712406,0.03955997722029947,71.91259707477768,0.044599563538916316,-1.1536239812551572
2011-02-07,120.87999725341795,121.6500015258789,120.8499984741211,121.3499984741211,7317100,16.280000686645508,train,0.005453624739869365,0.04353702402855797,74.73340603958611,0.0463182767464462,-1.0802511055439252
2011-02-08,121.4499969482422,122.22000122070312,121.33000183105467,122.13999938964844,6032000,15.8100004196167,train,0.00648900319942895,0.04825724903107598,77.6294768963755,0.04794704165863267,-1.1577032926394746
2011-02-09,122.11000061035156,122.4000015258789,121.75,122.27999877929688,7682100,15.869999885559082,train,0.0011455642419404778,0.04736795252635062,78.10835406169743,0.04914745910185945,-1.1375651007524348
2011-02-10,121.7699966430664,122.25,121.43000030517578,122.16999816894533,7202200,16.09000015258789,train,-0.0008999846115737982,0.044279059994171144,76.71871207143467,0.05068516426745084,-1.0889949504315226
2011-02-11,121.81999969482422,122.76000213623048,121.70999908447266,122.6500015258789,6887200,15.6899995803833,train,0.003921280717210761,0.04659637868292843,78.51499508411605,0.05169887724077668,-1.154319594071072
2011-02-14,122.48999786376952,122.70999908447266,122.3000030517578,122.61000061035156,4093900,15.949999809265137,train,-0.00032619192313150134,0.04467362735344027,77.97506954353922,0.05241137516204078,-1.0994405095382265
2011-02-15,122.33999633789062,122.37000274658205,121.87999725341795,122.1999969482422,4854700,16.3700008392334,train,-0.003349569458260727,0.0397168187269854,72.47377809621716,0.052319666022018325,-1.0166822773364506
2011-02-16,122.48999786376952,123.05999755859376,122.37000274658205,122.87999725341795,5680000,16.719999313354492,train,0.005549225283593403,0.04387891290900159,75.55425662681225,0.05264590357679803,-0.9484039760007914
2011-02-17,122.6500015258789,123.33999633789062,122.56999969482422,123.16000366210938,4856500,16.59000015258789,train,0.002276105743247116,0.04458398875481162,76.71005883106139,0.052338519270171996,-0.9680227885782808
2011-02-18,122.97000122070312,123.63999938964844,122.81999969482422,123.5999984741211,6320900,16.43000030517578,train,0.0035661798874246104,0.046591960304945834,78.43544031364937,0.052751252712493375,-0.9928830825922162
2011-02-22,122.87000274658205,123.27999877929688,121.48999786376952,121.88999938964844,9844300,20.799999237060547,train,-0.01393153901794319,0.030721222239521673,59.871509062118534,0.05174340060138498,-0.1992086533367354
2011-02-23,121.66999816894533,121.7699966430664,120.36000061035156,120.8499984741211,14461100,22.1299991607666,train,-0.008568899137078407,0.020794291245897822,51.83602842415405,0.050202432669929235,0.040868447223611624
2011-02-24,120.7699966430664,121.04000091552734,119.55999755859376,120.41999816894533,12247300,21.31999969482422,train,-0.0035644776925378725,0.016144207745220074,48.91298322263758,0.0490759800288853,-0.10707993975066797
2011-02-25,120.94000244140624,121.33000183105467,120.73999786376952,121.13999938964844,5649800,19.21999931335449,train,0.005961279683670721,0.02116338509974791,53.628251784428095,0.0474704417890172,-0.48814401451194983
2011-02-28,121.5,122.18000030517578,121.44000244140624,122.1500015258789,5759600,18.350000381469727,train,0.008302913681191897,0.02841854883687822,59.30283295078072,0.04036465697393161,-0.6452070942557314
2011-03-01,122.4000015258789,122.4800033569336,120.37000274658205,120.37000274658205,9666700,21.01000022888184,train,-0.01467945498612276,0.012557520607195949,48.12551032918166,0.034929585512500944,-0.16391879549600846
2011-03-02,120.25,120.9800033569336,120.0,120.4499969482422,8298400,20.700000762939453,train,0.0006643485151043532,0.012293734875254314,48.594427390490495,0.034138813958110276,-0.2216725352038285
2011-03-03,121.44000244140624,122.66000366210938,121.43000030517578,122.36000061035156,7297200,18.600000381469727,train,0.01573282054628905,0.027032205483578098,58.28944388611929,0.032270694336089124,-0.6030732846131883
2011-03-04,122.43000030517578,122.52999877929688,120.5999984741211,121.47000122070312,10366700,19.059999465942383,train,-0.007300195509265096,0.018508746888391547,53.249835245673026,0.030569092485981636,-0.5211017357605271
2011-03-07,121.7699966430664,122.26000213623048,120.20999908447266,120.70999908447266,8355500,20.65999984741211,train,-0.0062763616330837905,0.011266258470422619,49.32782558323571,0.03052855858107613,-0.23251358521946028
2011-03-08,120.87000274658205,122.38999938964844,120.58000183105467,121.98999786376952,8009200,19.81999969482422,train,0.010548089520608558,0.020918819320150384,55.29933110969238,0.03030689979827288,-0.3870589272367474
2011-03-09,121.87000274658205,122.45999908447266,121.4499969482422,122.01000213623048,7819900,20.21999931335449,train,0.00016396944676883918,0.01998166135911994,55.387815299401296,0.030261405702766968,-0.31557255625451264
2011-03-10,120.9499969482422,121.0500030517578,119.62000274658205,119.7300033569336,15698000,21.8799991607666,train,-0.018863790329610598,0.0002623548099676132,44.56095199451946,0.0337297552289334,-0.015838749618135927
2011-03-11,119.2699966430664,120.83999633789062,119.22000122070312,120.41999816894533,10479900,20.07999992370605,train,0.005746381064449363,0.00522562385165104,47.88125890656389,0.034861776566514846,-0.3463619884213896
2011-03-14,119.7699966430664,120.11000061035156,118.91999816894533,119.8499984741211,8026700,21.1299991607666,train,-0.0047446686819108954,-0.00026694034819507717,45.459130985592246,0.03632054194963633,-0.15704865400555462
2011-03-15,117.0999984741211,119.12999725341795,116.91999816894533,118.43000030517578,14786600,24.31999969482422,train,-0.011918876838572394,-0.012573159251352495,40.026865991380575,0.04156399479614597,0.42161750775861195
2011-03-16,117.98999786376952,118.20999908447266,115.51000213623048,116.16000366210938,16469000,29.399999618530277,train,-0.01935348870733972,-0.03145919988377299,33.197409695632516,0.05512224338282597,1.3394717810165178
2011-03-17,117.4499969482422,117.9800033569336,116.91000366210938,117.69000244140624,7902300,26.3700008392334,train,0.013085487031042738,-0.018873880810232002,40.55899334682551,0.05818961623218994,0.7796770384410726
2011-03-18,118.83000183105467,119.01000213623048,118.0,118.2699966430664,10498900,24.440000534057617,train,0.004916048245428967,-0.014240899731579493,43.117992345657605,0.05786821387671645,0.4221360533319239
2011-03-21,119.5500030517578,120.5199966430664,119.5500030517578,120.06999969482422,7615000,20.61000061035156,train,0.015104785621596789,0.00021325295495144836,50.273005613954815,0.05293893765341663,-0.2819856572461479
2011-03-22,120.1500015258789,120.23999786376952,119.7699966430664,119.91999816894533,6360500,20.209999084472656,train,-0.0012500649756038715,-0.0015935346071742629,49.711825392168464,0.05166368994683682,-0.3588386779798495
2011-03-23,119.68000030517578,120.91000366210938,119.44000244140624,120.62999725341795,6693400,19.170000076293945,train,0.005903148283269825,0.0035773494721438315,52.41918637046926,0.05154510771434607,-0.5515094658569761
2011-03-24,121.25,121.6500015258789,120.72000122070312,121.45999908447266,4827100,18.0,train,0.00685699612309952,0.009657661699395081,55.43939742983079,0.05230071895193138,-0.7661461010905083
2011-03-25,121.6999969482422,122.33000183105467,121.5999984741211,121.95999908447266,6604100,17.90999984741211,train,0.004108131681527016,0.01304599382418381,57.201805663212376,0.05336870068183967,-0.7828538226867597
2011-03-28,122.11000061035156,122.45999908447266,121.6999969482422,121.76000213623048,2663400,19.440000534057617,train,-0.0016412029552948593,0.010619156238531824,56.24358289740844,0.05270256448998704,-0.5034235335960696
2011-03-29,121.73999786376952,122.5999984741211,121.48999786376952,122.51000213623048,6025800,18.15999984741211,train,0.00614076508529636,0.016031269000484016,59.01620986800246,0.05507009155310189,-0.7401366098941596
2011-03-30,123.0,123.58000183105467,122.94000244140624,123.20999908447266,4100800,17.709999084472656,train,0.0056975324626796844,0.02099329413212825,61.47016387347072,0.05866652639413908,-0.8231283537467503
2011-03-31,123.18000030517578,123.55999755859376,122.9499969482422,123.0199966430664,4355100,17.739999771118164,train,-0.0015432927134357154,0.018598380274591708,60.412784412128005,0.05996302335545009,-0.8179381248961433
2011-04-01,123.58999633789062,123.9499969482422,123.13999938964844,123.45999908447266,5203200,17.399999618530273,train,0.0035702930576553414,0.021338408122885788,62.04117954709117,0.06320278293142989,-0.8810479069353723
2011-04-04,123.63999938964844,123.83999633789062,123.4499969482422,123.76000213623048,6278900,17.5,train,0.0024270139757131244,0.02292322097676114,63.15406307413391,0.06696706385022747,-0.8643439546102245
2011-04-05,123.5199966430664,124.13999938964844,123.26000213623048,123.6500015258789,8523300,17.25,train,-0.0008892172181525443,0.021323498740910773,62.431304058535,0.06953514021496757,-0.9113007925548531
2011-04-06,124.20999908447266,124.36000061035156,123.8000030517578,124.16999816894533,4246000,16.899999618530273,train,0.004196573374665687,0.024826253387800534,64.49961312437766,0.07301376140352632,-0.9764662960969374
