method,Total Return_mean,Total Return_std,Annualized Return_mean,Annualized Return_std,Sharpe Ratio_mean,Sharpe Ratio_std,Sortino Ratio_mean,Sortino Ratio_std,Calmar Ratio_mean,Calmar Ratio_std,MDD_mean,MDD_std,Turnover_mean,Turnover_std
ppo_hybrid_regime_aware_policy,0.27253037064083896,0.010885190187824908,0.08375914778994656,0.003090088741836779,0.6218986123462676,0.05649604422632495,0.8156673645290968,0.08446000648139967,0.4507518291933514,0.04986772404225328,-0.1876193686927679,0.0209996570692348,52.37745024496974,5.7641479927606785
ppo_markovian_mdd_static,0.05752039353218743,0.20079287940533838,0.015067316251367969,0.07034208255863775,0.13201192339534776,0.3882057951327234,0.1733941147950731,0.46397103861260985,0.05504837976651977,0.18285231225136664,-0.35539748115157754,0.03208760279994575,16.003282511744622,23.584071155143004
ppo_profit_only,0.17809473651863833,0.0059307032871999486,0.05622681544491499,0.0017710277614764948,0.34439894531052645,0.006702550343357792,0.42785351001503785,0.007761530721946837,0.164753748508874,0.0052965825393301354,-0.3412838385021934,0.0005285384257826104,1.5698166296056573,1.1999415284881314
ppo_variance_penalized,-0.1125867090812119,0.10619370369010935,-0.04037568042476616,0.03964216102263283,-0.37200907724067755,0.21166435595499752,-0.5116153375216543,0.2508820118116356,-0.15117266690747744,0.08514427311131209,-0.22642529519584115,0.1560195610618808,38.210100171912835,38.15070563043608
sac_profit_only,0.19783931325997126,0.08967765578190635,0.06159689333896834,0.02588920414393761,0.864373515053576,0.24165900047844371,1.6439095003166844,0.6809460641067074,1.4732875439449176,0.6717357437199363,-0.0468736060446038,0.01992412776749612,11.120707728348918,4.528221372038552
