method,Total Return,Annualized Return,Sharpe Ratio,Sortino Ratio,Calmar Ratio,MDD,Turnover
ppo_hybrid_regime_aware_policy,0.27623739178989926,0.08481893518968486,0.6447335445410396,0.858764601328527,0.45921363213631167,-0.1847047414404881,51.22026187813034
