method,date,portfolio_value,daily_returns,turnover,weight_spy,weight_cash,reward,drawdown,lambda_rrc,vix_zscore_t,nav_after_cost
ppo_hybrid_regime_aware_policy,2020-01-02,10000.0,0.0,0.0,0.0,1.0,0.0,0.0,,,10000.0
ppo_hybrid_regime_aware_policy,2020-01-03,9914.353387491616,-0.008564661250838435,1.0,1.0,0.0,-0.01028970306929445,0.008564661250838435,0.02196868405794555,-1.121252637682178,9990.0
ppo_hybrid_regime_aware_policy,2020-01-06,9952.177162965203,0.0038150521769082513,0.0,1.0,0.0,0.00380779332143604,0.004782283703479697,0.03712433531275174,-0.5150265874899304,9914.353387491616
ppo_hybrid_regime_aware_policy,2020-01-07,9924.193856654649,-0.0028117773480448305,0.0,1.0,0.0,-0.0029152208319304846,0.00758061433453513,0.035550842754480054,-0.577966289820798,9952.177162965203
ppo_hybrid_regime_aware_policy,2020-01-08,9977.085205357462,0.005329536027487647,0.0,1.0,0.0,0.005315384309479369,0.0022914794642538254,0.035071771634949366,-0.5971291346020252,9924.193856654649
ppo_hybrid_regime_aware_policy,2020-01-09,10044.736319366033,0.006780649119067839,0.0,1.0,0.0,0.006757763910630538,0.0,0.03170709135644319,-0.7317163457422727,9977.085205357462
ppo_hybrid_regime_aware_policy,2020-01-10,10015.830527723869,-0.002877705369570993,0.0,1.0,0.0,-0.0029463602473626302,0.0028777053695709857,0.022415888570817583,-1.1033644571672967,10044.736319366033
ppo_hybrid_regime_aware_policy,2020-01-13,10084.712873426308,0.006877347366428754,0.0,1.0,0.0,0.006853806284860935,0.0,0.02279942373867406,-1.0880230504530377,10015.830527723869
ppo_hybrid_regime_aware_policy,2020-01-14,10069.337492273617,-0.0015246225991427664,0.0,1.0,0.0,-0.0015570625454407094,0.0015246225991427196,0.02051427455748325,-1.17942901770067,10084.712873426308
ppo_hybrid_regime_aware_policy,2020-01-15,10092.092756079188,0.0022598570981489097,0.0,1.0,0.0,0.0022573074615838975,0.0,0.021444797500769254,-1.14220809996923,10069.337492273617
ppo_hybrid_regime_aware_policy,2020-01-16,10176.04267501085,0.008318385587676502,0.0,1.0,0.0,0.008283978494246641,0.0,0.02196743423231929,-1.1213026307072285,10092.092756079188
ppo_hybrid_regime_aware_policy,2020-01-17,10207.715922647845,0.0031125309364881115,0.0,1.0,0.0,0.0031076970399105484,0.0,0.021110771295542913,-1.1555691481782835,10176.04267501085
ppo_hybrid_regime_aware_policy,2020-01-21,10187.727176398314,-0.001958199699227836,0.0,1.0,0.0,-0.001997385860478398,0.0019581996992277854,0.01903094031567772,-1.2387623873728912,10207.715922647845
ppo_hybrid_regime_aware_policy,2020-01-22,10188.957469653391,0.00012076228915192111,0.0,1.0,0.0,0.00012075499797367417,0.0018376738867541288,0.02714078310667269,-0.9143686757330924,10187.727176398314
ppo_hybrid_regime_aware_policy,2020-01-23,10200.642909479642,0.0011468729613461903,0.0,1.0,0.0,0.001146215804953398,0.0006929085039004807,0.027874852178532052,-0.8850059128587179,10188.957469653391
ppo_hybrid_regime_aware_policy,2020-01-24,10109.927785303242,-0.008893079091328415,0.0,1.0,0.0,-0.009188544349684698,0.009579825505100613,0.028771036533955793,-0.8491585386417684,10200.642909479642
ppo_hybrid_regime_aware_policy,2020-01-27,9947.87160579183,-0.016029410194896898,0.0,1.0,0.0,-0.016888458693326593,0.025455676747380772,0.045930633652293995,-0.1627746539082402,10109.927785303242
ppo_hybrid_regime_aware_policy,2020-01-28,10017.837227013923,0.007033225195765214,0.30000000000000004,0.7021846027555861,0.29781539724441386,0.005758607428239833,0.018601487058690483,0.08554204613274374,1.4216818453097495,9944.887244310092
ppo_hybrid_regime_aware_policy,2020-01-29,10006.581234924082,-0.001123595027027191,0.29781539724441386,1.0,0.0,-0.0016422565788129608,0.019704181547363173,0.06466591655895661,0.5866366623582641,10014.85376084063
ppo_hybrid_regime_aware_policy,2020-01-30,10039.056134922424,0.003245354156022895,0.0,1.0,0.0,0.0032400993602699547,0.016522774438815988,0.06607183339398613,0.6428733357594455,10006.581234924082
ppo_hybrid_regime_aware_policy,2020-01-31,9949.827747187994,-0.008888125191773288,0.54,0.45545158551911225,0.5445484144808878,-0.01282247909709244,0.025264043142861698,0.05635553780463044,0.2542215121852175,10033.635044609566
ppo_hybrid_regime_aware_policy,2020-02-03,9968.211756408935,0.0018476711042698657,0.18215483354309903,0.2747691126396918,0.7252308873603082,-0.00121427529134469,0.02346305168108399,0.09273243329032357,1.7092973316129427,9948.015337970923
ppo_hybrid_regime_aware_policy,2020-02-04,10027.927849360338,0.005990652527321005,0.12664562506172428,0.4050546567303886,0.5949453432696115,0.0039657945923693635,0.01761295814361485,0.0830755727155784,1.3230229086231358,9966.949326000296
ppo_hybrid_regime_aware_policy,2020-02-05,10080.64313072809,0.0052568468939586666,0.054945343269611424,0.46285336808892785,0.5371466319110721,0.002568659892643561,0.012448699873966898,0.06219770898513473,0.4879083594053889,10027.376861422372
ppo_hybrid_regime_aware_policy,2020-02-06,10096.217478223489,0.001544975582750796,0.0028533680889278323,0.4608345382921693,0.5391654617078308,-0.0010524967163212764,0.010922957228558348,0.05243970020511787,0.0975880082047145,10080.614366942664
ppo_hybrid_regime_aware_policy,2020-02-07,10071.456761894175,-0.0024524745413537774,0.0008345382921692845,0.4586728596203528,0.5413271403796471,-0.005170977758515636,0.013348643495392791,0.05039364312487842,0.0157457249951368,10096.209052543398
ppo_hybrid_regime_aware_policy,2020-02-10,10141.150788558385,0.006919954909393233,0.5413271403796471,1.0,0.0,0.006084131196546679,0.00652106059708932,0.05597764789693793,0.2391059158775173,10066.0048090058
ppo_hybrid_regime_aware_policy,2020-02-11,10158.725907767093,0.001733049786473595,0.0,1.0,0.0,0.0017315497884897969,0.004799312133291037,0.05133217854544067,0.0532871418176267,10141.150788558385
ppo_hybrid_regime_aware_policy,2020-02-12,10224.176258312875,0.006442771577855,0.0,1.0,0.0,0.006422105641496987,0.0,0.0528898940800269,0.1155957632010759,10158.725907767093
ppo_hybrid_regime_aware_policy,2020-02-13,10213.267404198114,-0.0010669665544832396,0.0,1.0,0.0,-0.0011073362443936472,0.001066966554483217,0.03730208385651298,-0.5079166457394809,10224.176258312875
ppo_hybrid_regime_aware_policy,2020-02-14,10229.630223013126,0.0016021140118476218,0.0,1.0,0.0,0.001600831996301532,0.0,0.04182547402406811,-0.3269810390372755,10213.267404198114
ppo_hybrid_regime_aware_policy,2020-02-18,10203.268468914323,-0.0025769997081124263,0.0,1.0,0.0,-0.002675217918117967,0.00257699970811248,0.03682267807585717,-0.5270928769657132,10229.630223013126
ppo_hybrid_regime_aware_policy,2020-02-19,10252.052694368105,0.00478123511131856,0.0,1.0,0.0,0.004769841309919101,0.0,0.04933321474401381,-0.0266714102394479,10203.268468914323
ppo_hybrid_regime_aware_policy,2020-02-20,10209.934734008271,-0.004108246574168639,0.0,1.0,0.0,-0.00429936644541299,0.004108246574168615,0.044461265644621474,-0.2215493742151412,10252.052694368105
ppo_hybrid_regime_aware_policy,2020-02-21,10104.790099175792,-0.010298267087080704,0.0,1.0,0.0,-0.010938586676455616,0.014364205840768893,0.057227756844051014,0.2891102737620407,10209.934734008271
ppo_hybrid_regime_aware_policy,2020-02-24,9867.238463867068,-0.023508814431296376,0.30000000000000004,0.6928697315118786,0.3071302684881214,-0.026745083748184833,0.03753533482250165,0.0736057568899363,0.9442302755974517,10101.75866214604
ppo_hybrid_regime_aware_policy,2020-02-25,9774.05840897046,-0.009443377216211468,0.3941177478693004,0.29234571154695094,0.707654288453049,-0.012005586871142932,0.04662425171304741,0.125,4.22184436454829,9863.349610066
ppo_hybrid_regime_aware_policy,2020-02-26,9779.189500793053,0.000524970448087636,0.597768427687698,-0.3039578363266279,1.303957836326628,-0.005263953736414266,0.04612375761927334,0.125,5.095597825897003,9768.215785443203
ppo_hybrid_regime_aware_policy,2020-02-27,9927.309258625475,0.015146424744137521,0.03406115800473197,-0.31801027639161494,1.318010276391615,0.01071324219184084,0.031675942898832896,0.125,4.734416174629932,9778.856410274308
ppo_hybrid_regime_aware_policy,2020-02-28,9941.70160705234,0.0014497733526694923,0.03551211254347414,-0.3515149321613006,1.3515149321613005,-0.002591389866548647,0.03027209248409872,0.125,7.883651998287038,9926.956718901829
ppo_hybrid_regime_aware_policy,2020-03-02,9789.160770480943,-0.015343533994541692,0.002724011892349276,-0.3753377973380963,1.3753377973380962,-0.02130049015667366,0.04515114559852474,0.125,7.25629335652188,9941.674525738932
