date,asset,asset_label,method,method_label,portfolio_value,cumulative_return,daily_returns,turnover
2020-01-02,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,10000.0,0.0,0.0,0.0
2020-01-03,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,9910.390553528943,-0.008960944647105729,-0.0089609446471055,1.0
2020-01-06,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,9933.235251387789,-0.006676474861221138,0.0023051258914017,0.0
2020-01-07,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,9890.314429817608,-0.010968557018239178,-0.0043209307424975,0.0
2020-01-08,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,9947.772114195086,-0.005222788580491411,0.0058094901618348,0.0
2020-01-09,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,10022.53629183188,0.002253629183188055,0.0075156705218557,0.0
2020-01-10,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,9976.8468961142,-0.0023153103885799053,-0.0045586660289689,0.0
2020-01-13,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,10003.844983346557,0.00038449833465570293,0.0027060741247688,0.0
2020-01-14,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,10010.768003172088,0.0010768003172088036,0.0006920358959039,0.0
2020-01-15,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,10049.88084694687,0.004988084694687034,0.0039070772354716,0.0
2020-01-16,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,10139.18188739096,0.013918188739096005,0.0088857810161222,0.0
2020-01-17,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,10150.950176050756,0.015095017605075478,0.0011606743808816,0.0
2020-01-21,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,10101.107390959558,0.010110739095955834,-0.0049101595640566,0.0
2020-01-22,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,10100.41551149881,0.010041551149881034,-6.849540688647071e-05,0.0
2020-01-23,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,10091.070385408408,0.009107038540840717,-0.000925221945549,0.0
2020-01-24,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,10030.843070578909,0.003084307057890978,-0.0059683772413865,0.0
2020-01-27,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,9877.161325931802,-0.01228386740681986,-0.0153209200428888,0.0
2020-01-28,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,9943.965192704203,-0.005603480729579724,0.0067634682241155,0.0
2020-01-29,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,9943.965192704203,-0.005603480729579724,0.0,0.0
2020-01-30,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,9987.2314258525,-0.0012768574147499212,0.0043510040823593,0.0
2020-01-31,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,9775.400117367171,-0.022459988263282882,-0.0212102132666107,0.0
2020-02-03,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,9829.39629183188,-0.01706037081681211,0.0055236792168515,0.0
2020-02-04,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,9969.92493259318,-0.0030075067406820644,0.014296772313278,0.0
2020-02-05,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,10136.758724821571,0.01367587248215707,0.016733705956299,0.0
2020-02-06,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,10167.218321966691,0.016721832196669117,0.0030048655563377,0.0
2020-02-07,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,10078.95562886598,0.007895562886597984,-0.0086811053235691,0.0
2020-02-10,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,10139.874823156224,0.013987482315622302,0.0060441970907951,0.0
2020-02-11,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,10139.528355273593,0.013952835527359264,-3.416885204954312e-05,0.0
2020-02-12,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,10235.752415543218,0.02357524155432178,0.0094899937056323,0.0
2020-02-13,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,10204.60093893735,0.020460093893734932,-0.0030433987987599,0.0
2020-02-14,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,10194.909344964311,0.019490934496431134,-0.0009497278757915,0.0
2020-02-18,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,10139.874823156224,0.013987482315622302,-0.0053982355257796,0.0
2020-02-19,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,10179.679546391752,0.01796795463917511,0.0039255635725035,0.0
2020-02-20,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,10133.990150674068,0.013399015067406816,-0.0044882941068492,0.0
2020-02-21,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,10028.766375892148,0.002876637589214859,-0.0103832521265003,0.0
2020-02-24,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,9676.406426645515,-0.03235935733544848,-0.0351349244802091,0.0
2020-02-25,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,9369.735873116571,-0.06302641268834286,-0.0316926077727035,0.0
2020-02-26,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,9336.506645519428,-0.06634933544805721,-0.0035464422953997,0.0
2020-02-27,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,8912.84402854877,-0.10871559714512291,-0.0453769951713119,0.0
2020-02-28,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,8811.081763679616,-0.11889182363203832,-0.0114174852093449,0.0
2020-03-02,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,9242.705747819193,-0.07572942521808068,0.0489864917516464,0.0
2020-03-03,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,8975.146981760507,-0.10248530182394933,-0.0289480995456135,0.0
2020-03-04,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,9376.312425059476,-0.06236875749405246,0.0446973675321671,0.0
2020-03-05,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,9049.911159397305,-0.09500888406026953,-0.0348112617055955,0.0
2020-03-06,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,8959.571771609835,-0.10404282283901645,-0.0099823507873513,0.0
2020-03-09,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,8262.812183980968,-0.17371878160190313,-0.0777670635818429,0.0
2020-03-10,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,8669.514775574942,-0.13304852244250576,0.0492208442523289,0.0
2020-03-11,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,8163.126613798575,-0.18368733862014253,-0.0584102080549006,0.0
2020-03-12,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,7341.760591593976,-0.26582394084060246,-0.1006190472185253,0.0
2020-03-13,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,8034.020321966695,-0.1965979678033305,0.0942906979512965,0.0
2020-03-16,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,7008.78383029342,-0.2991216169706581,-0.1276118867748024,0.0
2020-03-17,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,7388.834274385409,-0.26111657256145904,0.0542248774244302,0.0
2020-03-18,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,6901.483360824744,-0.3098516639175256,-0.0659577540194867,0.0
2020-03-19,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,6967.940231562251,-0.3032059768437749,0.0096293604234041,0.0
2020-03-20,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,6642.231901665347,-0.33577680983346525,-0.0467438466853609,0.0
2020-03-23,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,6442.515349722444,-0.3557484650277556,-0.0300676873225144,0.0
2020-03-24,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,7152.427513084855,-0.28475724869151453,0.1101917690258968,0.0
2020-03-25,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,7340.029836637588,-0.2659970163362412,0.0262291820797244,0.0
2020-03-26,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,7790.345129262491,-0.22096548707375085,0.0613506079194889,0.0
2020-03-27,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,7488.519844567803,-0.25114801554321964,-0.0387435061844636,0.0
2020-03-30,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,7722.1575035685955,-0.22778424964314048,0.0311994444630168,0.0
2020-03-31,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,7588.204886597938,-0.2411795113402062,-0.017346527432101,0.0
2020-04-01,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,7247.267286280729,-0.27527327137192703,-0.0449299413250374,0.0
2020-04-02,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,7405.794827914354,-0.2594205172085646,0.0218741127340122,0.0
2020-04-03,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,7289.495172085645,-0.2710504827914355,-0.0157038722420914,0.0
2020-04-06,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,7840.879793814433,-0.21591202061855674,0.0756409886709654,0.0
2020-04-07,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,7843.302956383822,-0.2156697043616178,0.0003090421780602,0.0
2020-04-08,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,8110.861194290246,-0.18891388057097536,0.0341129546307596,0.0
2020-04-09,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,8208.123601903251,-0.1791876398096749,0.0119916252150233,0.0
2020-04-13,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,8098.054558287074,-0.19019454417129267,-0.0134097692669559,0.0
2020-04-14,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,8296.040355273592,-0.17039596447264083,0.0244485629926896,0.0
2020-04-15,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,8136.820934179222,-0.1863179065820778,-0.0191922187303679,0.0
2020-04-16,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,8145.820120539255,-0.18541798794607445,0.0011059830900581,0.0
2020-04-17,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,8391.22606819984,-0.16087739318001604,0.0301266102159323,0.0
2020-04-20,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,8190.8171086439315,-0.1809182891356068,-0.023883155801915,0.0
2020-04-21,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,7968.601798572559,-0.20313982014274412,-0.0271298097764707,0.0
2020-04-22,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,8126.090992862804,-0.18739090071371955,0.0197637174338987,0.0
2020-04-23,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,8136.474994448848,-0.1863525005551152,0.0012778593785331,0.0
2020-04-24,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,8232.00664710547,-0.1767993352894529,0.0117411597432302,0.0
2020-04-27,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,8352.806160190325,-0.16471938398096753,0.0146743702068472,0.0
2020-04-28,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,8344.844793021412,-0.1655155206978588,-0.0009531368280587,0.0
2020-04-29,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,8530.37042188739,-0.146962957811261,0.0222323642281674,0.0
2020-04-30,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,8418.570623314828,-0.15814293766851717,-0.0131060895416339,0.0
2020-05-01,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,8212.969398889769,-0.1787030601110231,-0.0244223436049413,0.0
2020-05-04,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,8217.815195876288,-0.1782184804123712,0.0005900176600164,0.0
2020-05-05,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,8265.58128628073,-0.1734418713719269,0.0058125048161719,0.0
2020-05-06,DIA,DIA (Dow Jones ETF),buy_and_hold_spy,Buy & Hold,8198.432007930216,-0.18015679920697836,-0.0081239632186509,0.0
