method,regime,Total Return,Annualized Return,Sharpe Ratio,Sortino Ratio,Calmar Ratio,MDD,Turnover
buy_and_hold_spy,Crisis,-0.23264411636325077,-0.8595170740252723,-1.928680489086863,-3.2149230410304908,-2.9832651916717654,-0.28811286251880786,0.0
buy_and_hold_spy,High-vol,-0.14059716339563444,-0.13141906507598367,-0.457112217778356,-0.7557572166513936,-0.3588625193089948,-0.366210060969969,0.0
buy_and_hold_spy,Low-vol,0.010082457288858038,0.12792946580887343,1.5524862027044193,3.0134807122543377,10.812063352729842,-0.01183210471815943,1.0
buy_and_hold_spy,Mid-vol,0.8330535590883887,0.43113656314674165,2.9461363048225513,4.8954385895493955,6.266309175041513,-0.06880231266978387,0.0
cppi_spy_cash,Crisis,-0.11741135099045907,-0.6037460890903737,-3.906870828744011,-4.957126593767108,-5.142144128291604,-0.11741135099045907,0.8038013801515237
cppi_spy_cash,High-vol,-0.1532868780073252,-0.14335132067238965,-1.356695771447737,-1.942877268641694,-0.6586880463163044,-0.21763158064591903,2.802028488552973
cppi_spy_cash,Low-vol,0.005742228642594771,0.07112517210504343,1.44752202723934,2.8224908843701138,9.730578620416905,-0.0073094494047668546,0.711358849831942
cppi_spy_cash,Mid-vol,0.3227582545757559,0.17994480528706558,2.4346230278012007,3.682992141303103,4.837570553987932,-0.037197350049752775,2.9856915001833544
ppo_hybrid_regime_aware_policy,Crisis,-0.03486759872415113,-0.23129147174628129,-0.524201287288738,-0.7560315493224138,-1.663323763617708,-0.13905378904899746,1.7696538521865999
ppo_hybrid_regime_aware_policy,High-vol,-0.1299072311913244,-0.12137681269093248,-0.874971722111295,-1.2474333808808924,-0.4081328922640322,-0.2973953214542937,28.29831070538318
ppo_hybrid_regime_aware_policy,Low-vol,0.005773251704199511,0.07152171769281668,0.9218948846752973,1.759372528668771,6.04471642167332,-0.01183210471815943,1.542348133688206
ppo_hybrid_regime_aware_policy,Mid-vol,0.5594892869666168,0.30064447445345177,2.5847993360960615,4.463395049214207,5.0037191344089855,-0.06008420264559122,23.98112664849858
ppo_markovian_mdd_static,Crisis,-0.23264411636325077,-0.8595170740252723,-1.928680489086863,-3.2149230410304908,-2.9832651916717654,-0.28811286251880786,0.0
ppo_markovian_mdd_static,High-vol,-0.14059716339563444,-0.13141906507598367,-0.457112217778356,-0.7557572166513936,-0.3588625193089948,-0.366210060969969,0.0
ppo_markovian_mdd_static,Low-vol,0.010082457288858038,0.12792946580887343,1.5524862027044193,3.0134807122543377,10.812063352729842,-0.01183210471815943,1.0
ppo_markovian_mdd_static,Mid-vol,0.8330535590883887,0.43113656314674165,2.9461363048225513,4.8954385895493955,6.266309175041513,-0.06880231266978387,0.0
ppo_profit_only,Crisis,-0.23264411636325077,-0.8595170740252723,-1.928680489086863,-3.2149230410304908,-2.9832651916717654,-0.28811286251880786,0.0
ppo_profit_only,High-vol,-0.14059716339563444,-0.13141906507598367,-0.457112217778356,-0.7557572166513936,-0.3588625193089948,-0.366210060969969,0.0
ppo_profit_only,Low-vol,0.010082457288858038,0.12792946580887343,1.5524862027044193,3.0134807122543377,10.812063352729842,-0.01183210471815943,1.0
ppo_profit_only,Mid-vol,0.8330535590883887,0.43113656314674165,2.9461363048225513,4.8954385895493955,6.266309175041513,-0.06880231266978387,0.0
ppo_variance_penalized,Crisis,0.01319102306808495,0.10200311720252375,0.4583275023145756,0.6262757276766044,1.0517266497542643,-0.09698633882326435,3.743127058833502
ppo_variance_penalized,High-vol,-0.031020538012157317,-0.028877386924355153,-0.4042411293392349,-0.5033691102785979,-0.27964662895137277,-0.10326384778046649,13.802323171129853
ppo_variance_penalized,Low-vol,-0.006743189062884403,-0.07798365244955585,-6.372050676648857,-7.877515138854218,-11.564802902945495,-0.006743189062884403,2.1757983441292175
ppo_variance_penalized,Mid-vol,-0.12111953777522078,-0.0735292370629832,-3.236745596541773,-3.8743108576387346,-0.606480123206656,-0.12123931889838435,32.93204443785259
risk_parity_spy_cash,Crisis,-0.1739370566826305,-0.7573831705240288,-2.224913095746558,-3.2230162123860957,-3.500612463189724,-0.21635733132079082,0.3889134262477188
risk_parity_spy_cash,High-vol,-0.2311323022398395,-0.21683253262522195,-1.0249092707208172,-1.5474930904468462,-0.5988585480770701,-0.3620763756674584,1.0613138723304587
risk_parity_spy_cash,Low-vol,0.010082457288858038,0.12792946580887343,1.5524862027044193,3.0134807122543377,10.812063352729842,-0.01183210471815943,1.0
risk_parity_spy_cash,Mid-vol,0.7328638321490009,0.384334156916901,2.8125644007669037,4.549778282591779,6.242339808118939,-0.0615689258724792,0.2630814037261591
sac_profit_only,Crisis,0.019295374344646454,0.15217392510454442,0.5704414724257599,0.7199534378885342,2.114755171686915,-0.07195817612454736,5.488924624324743
sac_profit_only,High-vol,0.02594401586957007,0.024103321915226683,0.6130384312813786,1.396585435122616,1.5200356010919265,-0.015857077227606986,1.6645621146446608
sac_profit_only,Low-vol,0.0003454291277804611,0.004153033812800411,1.5380395221611027,2.9847785257353423,10.31949929690668,-0.00040244528279054226,0.03687331651260356
sac_profit_only,Mid-vol,0.02110526793309031,0.012431520510683303,2.9340700081224793,4.864076196597486,5.184425146774364,-0.002397859002442715,0.08778805115958788
