method,date,portfolio_value,daily_returns,turnover,weight_spy,weight_cash,reward,drawdown,lambda_rrc,vix_zscore_t,nav_after_cost
ppo_hybrid_regime_aware_policy,2020-02-06,9947.157661215077,0.0013798867765471012,0.0023481336882058,0.46074537831384826,0.5392546216861518,-0.0012165865928402454,0.020076200877873363,0.05243970020511787,0.0975880082047145,9933.42729898341
ppo_hybrid_regime_aware_policy,2020-02-07,9907.42820769695,-0.003994050850629982,0.0007453783138482439,0.45783496779623406,0.5421650322037659,-0.0067924003817230365,0.02399006636130963,0.05039364312487842,0.0157457249951368,9947.150246819472
ppo_hybrid_regime_aware_policy,2020-02-10,9961.906729144137,0.005498755106281061,0.5421650322037659,1.0,0.0,0.004670444597242076,0.01862322675493283,0.05597764789693793,0.2391059158775173,9902.056746563669
ppo_hybrid_regime_aware_policy,2020-02-11,9961.566342226977,-3.416885204954312e-05,0.0,1.0,0.0,-3.589073300730878e-05,0.01865675927270273,0.05133217854544067,0.0532871418176267,9961.906729144137
ppo_hybrid_regime_aware_policy,2020-02-12,10056.10154411295,0.009489993705632305,0.0,1.0,0.0,0.0094452465924888,0.00934381809513592,0.0528898940800269,0.1155957632010759,9961.566342226977
ppo_hybrid_regime_aware_policy,2020-02-13,10025.496816753388,-0.003043398798759922,0.0,1.0,0.0,-0.00316050371380647,0.012358779929129296,0.03730208385651298,-0.5079166457394809,10056.10154411295
ppo_hybrid_regime_aware_policy,2020-02-14,10015.975322957858,-0.0009497278757915062,0.0,1.0,0.0,-0.0009894110460858501,0.01329677032711134,0.04182547402406811,-0.3269810390372755,10025.496816753388
ppo_hybrid_regime_aware_policy,2020-02-18,9961.906729144135,-0.00539823552577956,0.0,1.0,0.0,-0.005608993039286623,0.018623226754933008,0.03682267807585717,-0.5270928769657132,10015.975322957858
ppo_hybrid_regime_aware_policy,2020-02-19,9974.50639071317,0.001264784133360175,0.54,0.46097335235140435,0.5390266476485956,-0.002138015032314756,0.017381996983284524,0.04933321474401381,-0.0266714102394479,9956.527299510397
ppo_hybrid_regime_aware_policy,2020-02-20,9924.385479143579,-0.005024901444371843,0.5390266476485956,1.0,0.0,-0.006065638791001717,0.02231955560590902,0.044461265644621474,-0.2215493742151412,9969.129865971434
ppo_hybrid_regime_aware_policy,2020-02-21,9821.338082513053,-0.010383252126500153,0.0,1.0,0.0,-0.011018481884916467,0.03247105815920163,0.057227756844051014,0.2891102737620407,9924.385479143579
ppo_hybrid_regime_aware_policy,2020-02-24,9657.387168787396,-0.01669333774565529,0.54,0.45112911290293123,0.5488708870970688,-0.02142506954957539,0.04862234556404659,0.0736057568899363,0.9442302755974517,9816.034559948497
ppo_hybrid_regime_aware_policy,2020-02-25,9743.631225879017,0.008930371702437379,0.7570281774437942,-0.29336027415870464,1.2933602741587047,0.0028724748032953294,0.040126189480540524,0.125,4.22184436454829,9650.07625458014
ppo_hybrid_regime_aware_policy,2020-02-26,9756.153179894936,0.0012851424408040213,0.09616947142006121,-0.3876128350918303,1.3876128350918302,-0.0022296534503366047,0.03889261490882577,0.125,5.095597825897003,9742.694186014312
ppo_hybrid_regime_aware_policy,2020-02-27,9929.401872923216,0.01775788979874804,0.003813953476666354,-0.3671438911729775,1.3671438911729776,0.014257698255945904,0.02182537587961382,0.125,4.734416174629932,9756.115970380597
ppo_hybrid_regime_aware_policy,2020-02-28,9974.484072692161,0.004540273457143584,0.0334597596353568,-0.39422661684512883,1.394226616845129,0.00128945899321248,0.017384195597268594,0.125,7.883651998287038,9929.069637523226
ppo_hybrid_regime_aware_policy,2020-03-02,9778.510636345824,-0.019647475991552033,0.006718395724298665,-0.4290120810199218,1.4290120810199218,-0.025451268931386814,0.036690116023190875,0.125,7.25629335652188,9974.417060161015
ppo_hybrid_regime_aware_policy,2020-03-03,9887.589072375747,0.01115491306257721,0.042196295850320364,-0.37145876340573986,1.3714587634057398,0.007615437508138746,0.02594447801510825,0.125,5.011807423017717,9778.098019418037
