method,Total Return,Annualized Return,Sharpe Ratio,Sortino Ratio,Calmar Ratio,MDD,Turnover
buy_and_hold_spy,0.14683203584457027,0.04678994241026202,0.3087941662389812,0.3675057403582418,0.12625898612148498,-0.37058702788284126,1.0
cppi_spy_cash,-0.040746196648282274,-0.013788944028627736,-0.0899730628377451,-0.10854279206192906,-0.08131515750911977,-0.1695740923465746,7.302880218719794
risk_parity_spy_cash,0.04414363276342792,0.014522533333227727,0.17271542547226593,0.21071202385321586,0.04820685023818272,-0.30125455742231855,2.7133087023043365
ppo_markovian_mdd_static,0.14683203584457027,0.04678994241026202,0.3087941662389812,0.3675057403582418,0.12625898612148498,-0.37058702788284126,1.0
ppo_profit_only,0.14683203584457027,0.04678994241026202,0.3087941662389812,0.3675057403582418,0.12625898612148498,-0.37058702788284126,1.0
ppo_variance_penalized,-0.1265615957625943,-0.0441608490316302,-0.4967260475360691,-0.551499134282879,-0.2244737381073992,-0.19673058151016976,52.65329301194516
sac_profit_only,0.056782593112610025,0.01860500723453029,0.26771812786084803,0.2980617719782102,0.258553068414744,-0.07195817612454736,7.278148106641595
ppo_hybrid_regime_aware_policy,0.28110869327245136,0.08619923369471483,0.6622606945686557,0.862211040357588,0.48381114111416623,-0.17816711185320588,55.59143933975656
